Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,207,7710,W->L->E->J->H->Y->U->M->S->I->X->T->Q->O->G->C->D->B->R->F->P->V->Z->K->N->A,H2V
0,211,9582,A->B->V->N->P->H->Q->I->Z->M->U->G->D->S->E->Y->J->O->C->K->W->F->T->X->R->L,ZgZg
0,217,8170,O->E->R->B->Q->U->W->G->S->N->Z->Y->P->A->D->T->J->X->F->M->I->V->K->H->C->L,V2H
0,229,11858,U->Z->W->B->M->K->Y->O->J->E->T->R->Q->L->F->X->N->I->D->A->G->C->H->S->P->V,ZgZg
0,219,7432,P->O->Z->H->Y->V->I->J->U->M->K->T->X->N->F->G->B->L->Q->W->E->R->D->C->A->S,H2V
0,191,7066,P->W->Q->J->T->O->X->E->A->I->N->L->Z->F->G->V->Y->K->D->C->S->H->B->R->M->U,V2H
0,207,9176,V->K->F->P->L->N->C->U->H->M->W->B->J->Z->D->T->S->O->G->E->A->X->I->Y->Q->R,V2H
0,225,10230,J->N->F->R->Q->B->Z->D->C->G->O->V->T->X->K->I->L->Y->A->S->P->E->W->U->M->H,ZgZg
0,233,9562,N->R->Z->K->Q->I->D->U->E->V->T->H->M->L->Y->F->G->J->A->S->W->B->X->P->O->C,H2V
0,223,6692,S->V->C->A->G->B->Y->T->M->Q->K->J->X->F->W->Z->U->H->R->L->N->I->D->P->O->E,V2H
0,243,8566,S->L->J->U->R->Q->M->T->N->E->Y->B->I->H->F->X->G->P->V->O->A->W->D->C->Z->K,H2V
0,237,9958,O->V->I->J->M->X->T->G->E->H->L->N->R->S->U->K->D->P->B->Q->C->A->Y->Z->W->F,V2H
0,199,8224,M->J->U->N->R->X->Z->G->E->A->Y->W->S->L->V->C->Q->O->I->B->F->H->P->T->D->K,V2H
0,229,9668,I->J->M->X->T->G->E->H->L->N->R->S->U->K->D->P->F->B->A->C->Q->Y->Z->W->V->O,H2V
0,225,9366,R->G->S->D->B->X->I->V->C->E->U->Z->Y->K->W->T->F->Q->M->H->N->O->A->J->P->L,V2H
0,207,8960,H->U->F->B->Y->G->V->K->M->R->A->W->Z->N->J->X->E->D->O->Q->C->S->T->P->L->I,V2H
0,215,7706,R->X->K->B->G->O->V->H->C->E->I->F->S->J->D->N->Z->Q->T->P->A->M->W->Y->U->L,H2V
0,227,9384,A->X->U->J->Q->Z->V->I->K->D->G->F->M->O->W->S->R->P->Y->B->T->C->L->N->H->E,H2V
0,185,7412,Y->M->H->R->J->D->F->B->L->K->C->O->A->T->P->N->U->E->S->G->W->X->I->V->Z->Q,H2V
0,243,8998,R->G->P->E->D->I->O->A->Z->X->T->K->H->B->Q->U->W->V->N->J->S->M->C->Y->L->F,H2V
0,237,9958,O->V->I->J->M->X->T->G->E->H->L->N->R->S->U->K->D->P->B->Q->C->A->Y->Z->W->F,V2H
0,237,9964,K->N->R->G->Y->E->D->T->J->A->L->B->H->P->U->O->V->S->X->M->C->W->F->I->Q->Z,H2V
0,225,9568,C->G->P->D->R->H->I->E->J->O->X->Y->A->Q->K->M->F->B->W->N->Z->U->T->V->S->L,V2H
0,207,7564,M->J->N->S->V->D->W->T->E->B->Q->P->I->C->L->R->A->H->F->X->U->G->O->Z->K->Y,ZgZg
0,241,9518,F->S->N->D->K->J->O->T->R->V->W->X->M->L->A->C->Q->Z->P->H->U->G->I->Y->B->E,V2H
0,195,7806,R->X->K->B->G->O->V->H->C->I->F->S->J->D->N->Z->E->Y->W->Q->T->P->A->M->U->L,ZgZg
0,227,8460,K->B->W->E->C->A->I->N->X->F->L->Q->R->O->M->P->Z->U->Y->V->H->J->S->T->G->D,V2H
0,211,9148,M->T->G->Q->J->B->X->Z->S->O->R->K->A->Y->H->C->W->P->N->V->F->I->D->L->E->U,V2H
0,209,9278,A->B->V->N->P->Q->I->Z->M->U->G->D->S->E->Y->J->O->C->K->W->F->T->X->R->L->H,V2H
0,245,11012,R->J->W->L->Q->N->F->Y->E->P->V->U->G->K->O->B->Z->H->A->D->C->T->I->X->M->S,ZgZg
0,193,7124,N->C->F->H->V->S->B->P->A->W->G->K->I->Q->J->T->X->E->Y->M->R->Z->D->U->L->O,V2H
0,229,8932,J->N->W->D->U->H->X->K->M->V->B->R->G->I->T->C->O->L->Z->P->Y->A->S->E->Q->F,V2H
0,217,8462,B->L->I->Z->V->P->D->A->O->G->J->W->N->C->H->E->X->U->S->M->Q->K->T->R->F->Y,H2V
0,183,7246,Y->U->Z->G->R->I->L->F->B->V->D->K->M->X->E->Q->C->A->H->N->W->J->P->S->T->O,V2H
0,219,8708,Z->D->P->U->V->M->H->Y->X->J->F->B->O->N->K->A->R->C->T->W->S->Q->L->E->I->G,H2V
0,245,9812,J->U->V->R->D->S->E->G->B->W->O->A->N->F->Z->C->T->Y->X->K->I->P->L->Q->M->H,H2V
0,225,9092,W->L->Z->K->G->P->M->O->Y->N->D->X->V->B->C->A->Q->T->R->U->J->E->S->F->H->I,ZgZg
0,227,9728,I->C->J->L->N->U->B->K->D->Z->X->F->G->Q->O->S->P->M->A->W->V->H->E->T->R->Y,V2H
0,179,6528,Y->K->H->U->T->D->A->P->W->B->C->X->E->Q->R->F->M->N->V->I->Z->O->S->L->J->G,V2H
0,183,7086,V->L->G->H->Z->I->C->J->S->Q->F->Y->B->N->P->D->M->A->U->W->E->X->T->K->R->O,H2V
0,213,7708,L->O->Y->F->D->R->A->G->C->U->E->B->N->M->V->K->I->H->T->S->W->X->Z->Q->J->P,V2H
0,245,9812,J->U->V->R->D->S->E->G->B->W->O->A->N->F->Z->C->T->Y->X->K->I->P->L->Q->M->H,H2V
0,195,7658,K->Z->D->F->V->Y->A->T->G->P->Q->J->B->S->M->W->N->R->U->H->L->I->C->E->O->X,V2H
0,215,10200,O->W->Q->L->Y->H->C->S->X->N->P->D->J->E->R->K->B->A->G->V->U->F->M->I->T->Z,ZgZg
0,231,8432,S->R->Y->K->H->U->T->B->D->X->N->V->A->F->C->Q->M->W->E->L->J->I->P->Z->G->O,V2H
0,217,8170,O->E->R->B->Q->U->W->G->S->N->Z->Y->P->A->D->T->J->X->F->M->I->V->K->H->C->L,V2H
0,215,7550,E->M->S->V->X->A->C->W->H->P->N->O->Q->Y->J->D->T->F->R->K->B->U->Z->I->L->G,V2H
0,241,8722,Q->G->B->V->T->D->J->Y->R->P->F->K->Z->C->I->S->M->O->E->L->U->N->X->A->H->W,V2H
0,241,10130,Y->M->Z->X->R->H->U->S->P->V->Q->L->A->K->I->O->F->T->G->J->B->W->C->D->E->N,H2V
0,189,7196,C->I->A->J->X->Y->Q->G->U->Z->P->H->V->F->M->L->R->K->D->W->S->N->B->T->E->O,V2H
0,195,7806,R->X->K->B->G->O->V->H->C->I->F->S->J->D->N->Z->E->Y->W->Q->T->P->A->M->U->L,ZgZg
0,235,9598,Y->P->Z->C->M->W->D->T->H->I->O->X->K->L->S->V->J->A->U->Q->R->F->B->G->N->E,V2H
0,213,10556,N->Q->A->S->T->W->C->U->O->E->P->K->J->I->Z->L->D->F->R->H->B->M->Y->G->V->X,ZgZg
0,277,11348,V->D->R->S->A->K->I->O->H->X->W->Q->B->N->T->L->P->F->G->C->Y->J->Z->E->M->U,V2H
0,213,9538,B->Z->R->Y->P->X->J->E->C->I->K->D->V->L->M->T->Q->S->O->F->U->W->G->H->N->A,H2V
0,209,8872,W->D->R->H->C->P->L->A->F->Q->S->Z->B->I->X->G->O->J->K->N->T->E->V->U->M->Y,V2H
0,217,8552,G->J->B->P->C->X->O->Z->K->Q->E->R->M->H->U->A->T->V->I->S->N->F->W->D->L->Y,V2H
0,231,8616,O->V->I->J->M->X->T->G->E->H->L->N->R->S->U->K->D->P->F->B->Q->C->A->Y->Z->W,H2V
0,181,6326,U->A->W->X->B->O->H->F->M->Q->T->Y->E->S->J->C->I->N->L->R->P->V->Z->K->D->G,H2V
0,241,8726,G->I->Y->E->N->Q->L->S->W->T->J->M->C->V->X->K->O->H->F->A->U->P->D->R->Z->B,V2H
0,217,8282,K->G->T->W->A->O->C->M->D->B->E->N->Y->R->L->V->Z->H->I->U->Q->P->X->F->S->J,V2H
0,193,6362,J->P->Z->N->Y->T->Q->B->R->L->F->K->E->S->U->X->I->D->A->W->O->C->V->M->H->G,V2H
0,211,8070,F->K->J->Z->R->H->I->U->C->L->X->N->M->V->D->G->O->W->Q->B->E->S->T->P->Y->A,V2H
0,207,8040,L->Z->K->G->P->M->O->H->N->D->V->B->C->A->U->Q->J->T->E->S->W->X->F->Y->R->I,V2H
0,203,8250,D->F->M->A->I->X->R->K->N->Z->W->V->H->G->E->Y->U->J->O->Q->C->S->T->P->L->B,H2V
0,209,8080,I->X->N->C->H->Q->J->Z->V->Y->W->A->O->B->F->D->R->K->P->G->M->T->U->L->S->E,V2H
0,241,10380,X->S->Y->K->J->Z->R->T->H->I->U->B->V->F->N->M->L->G->Q->W->C->E->D->P->O->A,ZgZg
0,207,8284,I->B->V->Q->W->Y->T->E->N->G->S->J->A->P->F->X->K->U->C->H->L->M->Z->D->R->O,H2V
0,233,8770,F->E->K->N->C->X->Y->L->A->H->Z->W->M->O->J->G->D->V->U->Q->P->I->R->S->T->B,H2V
0,225,8832,D->F->N->O->L->K->J->X->Z->H->G->M->I->C->P->R->V->Q->B->U->T->S->E->W->Y->A,H2V
0,243,8998,R->G->P->E->D->I->O->A->Z->X->T->K->H->B->Q->U->W->V->N->J->S->M->C->Y->L->F,H2V
0,215,7322,V->H->S->W->F->D->P->Z->J->N->L->K->C->O->A->T->B->U->E->M->Y->R->I->Q->X->G,H2V
0,219,8098,S->W->U->X->Z->V->N->Y->D->F->P->J->M->B->I->E->K->L->Q->G->T->A->H->C->R->O,V2H
0,215,9250,S->E->Z->L->D->G->P->T->V->R->A->K->N->O->B->F->J->X->Y->H->M->Q->I->U->C->W,H2V
0,241,8740,U->E->C->T->X->A->L->Y->W->J->P->V->O->G->F->Q->M->R->B->N->H->Z->S->K->D->I,H2V
0,251,10266,Y->S->C->O->D->H->F->K->U->X->W->L->E->V->T->Z->P->R->G->M->B->I->N->J->Q->A,H2V
0,221,8472,Z->W->J->N->G->M->Y->D->X->I->L->K->R->U->O->A->T->S->V->P->C->H->E->B->F->Q,V2H
0,189,7444,A->M->N->W->T->O->P->D->F->H->U->V->K->X->Z->L->Q->Y->B->G->C->S->I->R->E->J,V2H
0,203,7882,Z->O->U->L->J->X->T->Q->I->P->M->C->Y->H->F->R->S->E->G->D->A->B->V->W->N->K,V2H
0,233,9134,L->P->T->H->Q->O->U->I->E->G->D->J->V->Y->F->R->S->B->X->N->A->K->Z->M->W->C,V2H
0,209,8526,N->X->G->P->F->S->V->B->I->K->U->Z->Y->R->A->W->D->Q->O->C->M->L->T->H->E->J,H2V
0,231,9288,P->F->I->K->O->H->X->T->S->A->V->C->G->U->R->N->J->Q->D->L->M->Z->E->W->Y->B,ZgZg
0,209,8872,W->D->R->H->C->P->L->A->F->Q->S->Z->B->I->X->G->O->J->K->N->T->E->V->U->M->Y,V2H
0,235,9040,X->K->A->Y->U->M->W->Q->S->D->F->I->B->O->E->L->T->C->P->H->R->V->Z->J->N->G,V2H
0,221,8354,G->D->Y->L->Z->T->P->U->A->Q->I->W->E->F->B->S->K->R->C->H->O->X->J->N->V->M,V2H
0,227,10462,S->Y->C->W->O->A->K->L->M->I->N->Q->X->R->Z->B->P->E->G->J->D->V->U->T->F->H,ZgZg
0,203,7210,B->V->W->N->P->J->O->D->Y->F->H->I->X->G->K->C->Z->A->S->R->M->T->U->L->Q->E,V2H
0,203,7004,B->E->J->K->M->X->F->H->T->S->P->W->G->O->Z->Q->R->I->A->U->V->N->C->D->Y->L,V2H
0,231,8980,V->M->P->O->E->L->B->F->S->I->X->A->Y->J->W->T->N->K->C->R->Z->H->Q->U->G->D,H2V
0,243,11060,G->R->S->W->K->H->A->F->T->D->M->V->U->X->Q->E->L->P->Z->C->O->N->J->B->I->Y,ZgZg
0,199,7848,P->G->R->B->M->E->V->C->K->N->W->A->Q->X->I->L->D->H->U->T->F->Y->J->O->Z->S,V2H
0,213,7172,K->P->J->M->X->T->H->R->O->Q->S->C->G->V->I->U->F->L->A->B->Y->E->W->D->Z->N,V2H
0,199,7648,M->V->H->A->B->Q->O->P->Y->X->N->L->C->R->D->W->Z->U->I->F->K->E->J->G->S->T,ZgZg
0,209,9410,H->N->B->A->D->C->F->O->I->T->S->W->J->X->U->K->R->G->M->L->Y->E->P->Q->Z->V,V2H
0,197,7808,Q->J->T->X->K->C->B->R->H->W->I->Z->P->Y->V->G->O->S->L->A->N->M->D->U->F->E,H2V
0,219,8030,Y->G->B->V->U->F->J->L->I->W->R->Z->D->K->M->X->E->Q->C->A->H->N->P->S->T->O,H2V
0,213,7962,A->Q->L->H->S->E->B->P->T->J->O->I->C->F->K->X->V->R->N->Y->D->G->M->U->Z->W,V2H
0,199,8124,M->R->D->N->Y->A->W->T->E->B->Q->P->I->C->X->K->Z->J->U->L->H->G->O->V->F->S,H2V
0,251,9272,D->Z->Y->A->R->J->N->W->V->O->H->L->F->I->B->P->T->M->E->G->Q->K->C->S->U->X,H2V
0,211,9922,K->T->E->D->A->B->I->Z->N->G->S->V->P->O->C->H->Y->M->R->Q->W->J->U->X->L->F,ZgZg
0,213,8120,D->O->Z->N->Y->S->M->A->I->Q->T->K->H->E->F->V->X->G->B->U->R->L->W->C->P->J,H2V
0,255,11672,L->G->U->Q->H->Z->R->C->K->I->J->B->N->T->W->A->Y->O->M->X->E->V->S->P->D->F,V2H
0,209,9120,G->K->L->Z->P->A->H->W->T->F->M->D->Q->O->S->I->X->J->B->N->C->Y->E->R->U->V,V2H
0,243,8468,N->G->Y->I->E->L->Q->S->W->T->J->M->C->V->X->K->O->H->F->A->U->P->D->R->Z->B,H2V
0,197,9488,D->X->J->Q->E->H->R->Y->C->Z->U->L->G->P->I->O->T->A->S->F->M->B->V->W->N->K,ZgZg
0,205,9648,L->C->T->S->W->P->F->Y->A->D->E->G->I->Z->X->R->N->K->U->V->Q->J->B->M->O->H,H2V
0,187,6110,Z->T->Y->K->X->P->J->H->F->E->A->V->B->I->N->C->U->D->L->M->S->W->Q->R->O->G,H2V
0,201,7192,U->A->W->X->B->L->O->H->F->M->Q->T->Y->E->N->S->J->C->I->R->P->V->Z->K->D->G,H2V
0,235,8960,V->X->L->Z->P->R->A->N->E->O->F->Y->U->T->J->I->Q->H->S->G->K->B->C->M->D->W,V2H
0,211,8724,C->W->S->A->F->X->J->P->T->H->R->M->L->O->V->B->Z->I->E->Y->N->U->D->K->G->Q,ZgZg
0,227,8730,D->Q->A->N->B->Z->F->O->I->T->S->W->J->X->U->K->R->G->M->L->Y->E->P->V->C->H,H2V
0,175,7364,V->D->X->J->Q->E->H->R->Y->B->C->Z->U->S->G->P->N->I->K->O->W->T->A->L->F->M,ZgZg
0,271,13042,U->Y->W->P->I->B->O->D->C->Z->V->S->A->M->H->N->E->L->Q->G->R->J->F->X->T->K,H2V
0,195,7978,X->O->H->C->N->U->W->M->B->J->Q->P->R->G->T->A->Y->V->L->F->D->E->S->Z->K->I,ZgZg
0,205,9648,L->C->T->S->W->P->F->Y->A->D->E->G->I->Z->X->R->N->K->U->V->Q->J->B->M->O->H,H2V
0,213,10464,N->Z->D->S->E->W->Y->B->A->L->F->U->I->V->G->C->Q->O->R->H->T->X->M->J->P->K,V2H
0,199,7970,A->Q->L->H->S->E->B->P->T->J->D->G->O->I->C->F->K->X->V->R->N->Y->M->U->Z->W,ZgZg
0,205,7620,N->L->R->A->Y->X->U->J->Q->Z->H->O->I->K->C->P->D->G->F->M->V->B->T->W->S->E,H2V
0,199,7434,H->I->M->U->E->T->C->P->V->Z->O->N->S->D->R->Q->Y->L->K->B->G->X->J->W->A->F,H2V
0,225,8216,J->P->L->C->T->R->W->B->M->G->H->V->D->S->X->I->N->O->Z->Q->Y->E->U->K->F->A,V2H
0,225,9098,L->G->U->Q->H->Z->R->C->K->N->T->W->A->Y->O->M->X->E->I->V->S->P->D->F->B->J,V2H
0,191,7066,P->W->Q->J->T->O->X->E->A->I->N->L->Z->F->G->V->Y->K->D->C->S->H->B->R->M->U,V2H
0,215,10200,O->W->Q->L->Y->H->C->S->X->N->P->D->J->E->R->K->B->A->G->V->U->F->M->I->T->Z,ZgZg
0,217,8554,Z->T->A->R->J->W->L->U->H->B->Q->V->N->F->Y->E->P->X->K->M->I->S->D->C->G->O,ZgZg
0,233,9294,M->O->H->U->V->Z->B->G->S->F->N->W->T->A->E->K->X->L->D->I->P->Q->Y->C->R->J,H2V
0,195,7658,K->Z->D->F->V->Y->A->T->G->P->Q->J->B->S->M->W->N->R->U->H->L->I->C->E->O->X,V2H
0,227,9310,J->T->X->Q->V->S->K->C->A->G->B->R->H->W->L->Y->N->I->Z->M->D->U->F->P->O->E,ZgZg
