Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,205,8416,X->U->T->N->R->V->K->Q->F->A->L->J->D->M->Y->I->B->W->C->H->P->O->Z->E->G->S,ZgZg
0,233,9514,Z->A->U->S->O->L->I->W->H->C->P->V->K->X->B->Q->G->R->M->J->F->D->Y->E->T->N,V2H
0,191,6424,J->G->R->Y->S->O->P->W->C->U->X->T->M->H->N->Z->B->Q->E->F->A->V->L->K->D->I,V2H
0,231,7408,E->H->R->X->C->G->W->Y->T->P->O->Q->V->S->Z->F->N->B->A->L->K->I->D->U->M->J,V2H
0,219,8674,Y->J->D->L->Z->X->E->M->P->S->F->G->V->K->B->W->H->Q->A->R->O->I->T->C->N->U,H2V
0,191,8414,R->V->H->Z->S->G->I->C->M->L->K->Y->B->F->Q->X->W->A->D->J->T->U->P->O->E->N,ZgZg
0,227,9132,C->W->J->A->F->N->Z->U->H->K->T->I->E->D->Q->X->G->V->B->M->R->O->L->P->Y->S,V2H
0,253,10012,I->W->C->Z->J->H->O->F->P->T->X->L->U->A->E->Y->S->V->K->Q->M->G->N->R->D->B,H2V
0,215,8914,L->Y->X->C->D->W->R->M->F->T->B->O->S->N->G->I->V->A->U->H->Z->K->J->E->Q->P,H2V
0,219,9034,G->X->I->L->Z->Y->R->N->E->K->D->B->H->V->T->P->O->U->W->M->A->C->Q->F->J->S,H2V
0,205,7160,W->P->I->N->K->E->D->S->C->Q->U->O->H->Y->B->F->X->L->R->Z->A->V->M->T->J->G,ZgZg
0,207,7094,F->T->W->B->D->G->A->J->O->K->E->U->X->I->Z->L->Y->H->Q->S->P->C->M->N->R->V,H2V
0,195,7272,O->H->F->T->G->U->W->V->M->B->I->K->Y->C->N->D->Z->X->R->L->J->E->P->A->Q->S,ZgZg
0,201,8270,X->Q->A->U->H->W->E->F->N->C->V->R->Z->P->O->B->D->Y->M->I->S->J->K->L->G->T,V2H
0,219,7934,G->A->P->Q->L->K->Z->T->C->F->I->R->B->V->Y->D->H->U->X->N->E->M->O->W->J->S,V2H
0,221,9418,L->C->M->E->P->U->N->Z->X->G->W->A->I->D->Y->O->V->R->T->F->K->Q->B->J->S->H,V2H
0,245,8952,K->W->F->O->E->V->P->S->T->B->U->R->G->D->J->N->L->M->I->A->X->Z->H->Y->Q->C,H2V
0,209,8916,Y->C->R->L->P->A->S->Z->G->T->E->X->I->V->M->K->Q->J->N->W->H->O->U->F->B->D,ZgZg
0,231,9074,U->I->L->H->G->Y->W->T->K->X->R->O->N->V->A->P->F->C->D->Z->M->E->B->J->Q->S,H2V
0,225,8876,N->Y->P->L->D->W->G->S->J->V->E->T->I->A->Q->X->K->Z->U->O->B->H->R->C->F->M,ZgZg
0,245,9508,K->W->H->X->V->T->M->U->P->R->C->B->L->Y->S->J->Z->N->F->G->O->E->I->Q->D->A,H2V
0,253,8272,R->J->F->C->A->X->D->S->H->E->I->W->T->G->B->Z->U->N->M->Q->L->O->P->K->V->Y,H2V
0,207,7094,F->T->W->B->D->G->A->J->O->K->E->U->X->I->Z->L->Y->H->Q->S->P->C->M->N->R->V,H2V
0,217,9530,A->H->Q->I->Y->M->T->N->C->X->P->W->D->O->S->L->U->E->J->R->G->K->B->V->F->Z,V2H
0,199,7740,Y->T->S->F->H->B->L->W->G->M->Q->O->V->I->K->U->J->Z->X->R->D->C->N->P->A->E,V2H
0,211,8350,M->L->Y->A->I->R->T->G->U->K->F->P->E->V->H->W->B->S->D->J->X->Q->N->C->Z->O,V2H
0,215,9200,F->T->B->W->D->P->G->A->Q->J->O->K->S->E->U->Y->X->I->Z->L->M->N->R->V->H->C,V2H
0,225,9458,H->P->G->L->K->O->S->C->I->A->B->R->E->W->J->Y->Z->Q->D->X->T->M->V->U->F->N,V2H
0,233,9392,J->B->C->R->E->M->N->K->X->Q->P->U->Z->T->Y->H->F->D->I->A->S->L->G->O->W->V,V2H
0,217,8608,D->B->W->N->A->R->V->K->Q->F->G->E->O->U->P->Z->Y->H->M->S->X->C->L->J->I->T,V2H
0,231,9042,D->U->P->J->H->O->E->R->Z->W->X->T->F->A->C->Y->S->V->K->Q->M->G->N->I->L->B,H2V
0,207,8488,W->I->V->S->G->U->Z->H->E->M->F->C->O->Q->B->L->R->D->N->K->P->A->J->T->Y->X,H2V
0,203,8960,P->N->A->Z->T->L->K->V->I->F->G->O->J->R->M->C->S->B->W->Y->H->Q->E->U->D->X,ZgZg
0,209,7508,V->W->Y->C->L->M->H->Q->R->B->T->P->U->J->E->K->O->I->D->N->Z->G->A->F->S->X,H2V
0,209,7276,G->K->E->X->I->Y->D->M->C->U->V->F->S->J->O->N->H->A->W->Q->T->L->Z->P->B->R,V2H
0,209,9120,L->X->Z->C->B->J->G->I->E->O->Y->D->N->F->M->W->U->R->K->V->T->S->A->Q->H->P,ZgZg
0,209,8284,B->U->I->P->L->N->O->Y->K->F->H->D->G->A->J->T->M->V->Q->E->X->R->Z->C->S->W,H2V
0,207,7536,B->O->G->C->I->E->J->D->T->Y->R->L->H->K->Q->Z->A->S->X->P->M->F->V->N->U->W,V2H
0,219,10390,K->Z->G->E->D->H->F->Q->X->B->U->V->S->W->R->L->Y->N->C->T->J->P->A->I->O->M,ZgZg
0,225,8390,O->H->F->T->J->U->W->B->I->C->V->N->D->Z->X->R->L->G->K->Q->M->E->Y->P->A->S,H2V
0,223,8064,G->S->I->E->L->H->D->O->F->B->V->Z->U->Q->J->A->P->R->C->T->N->K->Y->M->W->X,ZgZg
0,217,8238,J->S->O->R->G->I->U->T->Q->X->B->C->A->K->Z->M->D->Y->N->F->H->W->L->V->E->P,H2V
0,241,8856,F->D->A->B->X->U->K->E->S->Z->L->H->G->Q->V->Y->R->J->M->W->O->I->T->C->N->P,V2H
0,233,9376,B->V->H->U->F->K->T->W->E->I->R->Y->J->N->X->C->P->Z->G->S->D->A->O->M->Q->L,H2V
0,209,8916,Y->C->R->L->P->A->S->Z->G->T->E->X->I->V->M->K->Q->J->N->W->H->O->U->F->B->D,ZgZg
0,229,8822,F->O->E->Y->V->Q->J->T->S->A->R->X->W->D->B->L->P->C->K->G->I->H->U->Z->M->N,H2V
0,217,8220,U->I->S->K->P->L->J->M->F->T->O->N->X->A->D->V->Z->B->W->Y->H->Q->E->G->C->R,H2V
0,217,8004,O->H->F->T->K->G->U->W->B->I->C->V->M->N->D->Z->X->R->L->J->E->Y->P->A->Q->S,H2V
0,219,7934,G->A->P->Q->L->K->Z->T->C->F->I->R->B->V->Y->D->H->U->X->N->E->M->O->W->J->S,V2H
0,239,10686,J->S->L->X->K->V->Q->O->Y->T->U->I->N->H->P->F->G->C->D->Z->M->E->B->R->A->W,ZgZg
0,205,8404,B->N->W->H->V->Q->D->C->P->Y->F->A->Z->K->E->I->O->M->U->R->L->S->G->J->T->X,ZgZg
0,207,6350,O->U->S->Y->H->X->L->V->E->T->A->R->Q->W->J->P->C->D->I->N->G->B->M->F->K->Z,H2V
0,237,8472,K->E->I->X->M->V->T->B->P->R->C->U->L->Y->S->J->Z->N->F->G->O->H->A->D->Q->W,H2V
0,225,9844,T->Q->P->G->H->S->U->I->K->D->X->R->E->W->J->Y->Z->L->C->B->O->V->N->A->M->F,V2H
0,185,8572,W->C->Z->M->Y->V->U->B->K->R->N->L->S->P->G->O->D->E->T->Q->F->H->I->J->X->A,ZgZg
0,201,7134,T->L->R->I->D->A->Y->F->Z->V->Q->S->N->C->J->X->B->H->W->E->G->P->U->O->K->M,H2V
0,225,8096,G->O->W->J->Y->R->Q->F->H->S->N->D->I->C->X->E->B->Z->M->K->L->U->P->T->A->V,V2H
0,219,8632,D->Z->S->J->L->U->P->B->F->I->V->X->N->C->K->E->M->G->T->O->W->Q->R->A->Y->H,H2V
0,225,9844,T->Q->P->G->H->S->U->I->K->D->X->R->E->W->J->Y->Z->L->C->B->O->V->N->A->M->F,V2H
0,233,11466,S->M->R->D->Z->C->K->O->J->F->W->V->I->A->Y->U->X->T->N->H->L->Q->P->G->E->B,ZgZg
0,203,8584,I->L->D->N->K->E->J->V->X->W->P->Z->T->M->A->Y->R->B->S->C->U->O->G->H->F->Q,ZgZg
0,221,6958,N->T->I->B->J->H->O->L->Z->V->Y->F->C->M->E->D->X->U->R->K->P->S->G->W->A->Q,H2V
0,217,8054,K->L->V->P->O->X->A->J->H->U->S->F->E->C->R->I->Y->B->Q->W->N->Z->M->D->G->T,V2H
0,213,9854,Z->N->X->U->J->W->B->C->A->S->G->D->P->R->V->Q->E->Y->T->I->K->M->F->O->L->H,ZgZg
0,215,7466,C->E->A->D->I->W->T->V->U->Z->F->M->B->N->P->Q->R->J->S->H->L->K->X->O->G->Y,V2H
0,229,9288,G->B->D->C->S->J->W->A->V->Q->F->M->T->K->X->R->Z->P->L->N->U->O->Y->H->E->I,V2H
0,245,9284,X->W->E->P->R->D->Q->B->I->J->A->O->N->H->K->S->F->Y->C->U->G->M->Z->V->L->T,V2H
0,217,10530,K->Z->P->Y->I->V->A->M->D->H->B->E->F->J->S->T->W->N->O->L->X->C->G->U->R->Q,ZgZg
0,249,10426,B->W->Q->V->S->K->D->M->A->R->X->Y->T->N->Z->U->O->L->I->J->F->C->P->G->E->H,H2V
0,191,5310,O->E->V->J->T->A->Y->U->B->P->F->M->K->R->H->Q->W->G->S->X->D->L->C->I->Z->N,V2H
0,171,6036,A->X->J->V->I->M->H->F->Q->T->E->D->O->G->P->S->L->N->R->K->Y->B->U->C->W->Z,ZgZg
0,249,9644,Q->P->J->N->F->G->C->D->O->L->Y->R->S->U->B->I->M->E->K->Z->X->H->T->W->A->V,V2H
0,205,7482,O->H->Q->E->G->J->V->I->B->C->M->U->L->W->R->F->K->Z->N->Y->P->D->A->X->S->T,ZgZg
0,197,7976,N->H->X->Z->C->A->K->V->R->E->S->G->W->M->F->D->Y->P->Q->B->L->I->T->J->O->U,V2H
0,213,8712,B->D->R->G->E->A->K->U->L->M->X->P->F->O->V->H->J->T->Z->C->Q->W->Y->N->I->S,H2V
0,207,8628,X->Q->A->U->H->W->E->F->N->C->V->R->Z->D->Y->M->O->I->S->J->P->K->L->G->B->T,V2H
0,211,8446,D->K->W->R->P->C->S->G->I->N->O->E->T->J->Y->V->U->F->L->A->M->Q->Z->X->H->B,H2V
0,253,10360,S->N->T->G->K->L->E->U->J->M->O->W->F->Z->X->P->H->A->D->Y->R->Q->C->B->I->V,V2H
0,233,7698,L->P->V->X->T->K->A->J->H->U->S->F->E->C->R->I->Y->B->Q->W->N->Z->M->D->O->G,H2V
0,221,8918,N->J->O->R->F->L->I->M->H->E->Q->T->Z->G->W->K->S->C->B->U->P->A->Y->X->V->D,H2V
0,239,10686,J->S->L->X->K->V->Q->O->Y->T->U->I->N->H->P->F->G->C->D->Z->M->E->B->R->A->W,ZgZg
0,215,8200,S->F->X->O->I->A->J->Z->L->M->K->B->C->Q->U->D->T->E->Y->G->N->R->V->P->W->H,H2V
0,231,9122,K->E->W->M->V->T->P->R->C->U->L->Y->S->J->Z->N->F->G->O->H->A->X->Q->I->B->D,H2V
0,189,5412,U->X->M->G->S->P->C->R->T->O->F->Z->D->B->I->V->N->A->H->K->L->Y->E->Q->W->J,V2H
0,233,10498,Z->N->C->T->B->X->R->P->D->W->S->O->M->I->E->H->Q->V->U->G->F->A->Y->K->L->J,H2V
0,201,6476,K->I->L->D->G->X->E->V->Q->J->O->Y->M->S->P->B->R->U->T->A->F->H->W->N->Z->C,V2H
0,223,8670,M->Z->E->L->V->A->S->X->P->D->Q->K->U->N->Y->F->J->T->C->W->R->I->O->G->H->B,V2H
0,199,8450,T->W->P->Z->Q->O->G->X->J->H->A->N->S->L->C->U->Y->M->R->E->I->K->D->B->F->V,V2H
0,219,9026,I->N->X->K->E->D->A->C->B->Z->S->Y->L->U->F->H->J->T->M->O->V->R->G->Q->P->W,H2V
0,193,7604,S->J->E->P->G->I->U->T->Q->L->B->C->A->K->Z->M->D->Y->N->F->H->W->O->X->V->R,H2V
0,199,6872,G->K->E->X->I->Y->D->M->C->U->V->L->F->S->J->O->N->H->A->W->Q->T->Z->P->B->R,ZgZg
0,231,8390,Q->J->S->N->B->H->U->O->R->A->K->X->Z->T->V->E->P->W->M->F->L->I->D->G->Y->C,H2V
0,227,8828,V->H->F->S->I->Q->L->N->G->A->Y->K->Z->X->D->U->C->R->J->M->P->T->O->B->W->E,H2V
0,189,8336,Y->F->R->O->X->N->I->H->L->M->K->B->C->Q->U->P->J->Z->E->V->A->W->D->S->G->T,H2V
0,241,9944,C->X->Y->V->R->Z->T->O->U->A->K->F->W->N->J->H->D->M->L->G->P->E->I->S->Q->B,V2H
0,247,9040,G->K->B->O->H->C->E->R->Z->Q->D->A->U->W->M->L->X->P->V->J->N->I->T->F->Y->S,H2V
0,225,9026,A->K->U->Y->Z->B->V->E->H->C->S->W->P->O->T->X->R->F->J->D->Q->M->I->L->N->G,H2V
0,251,10244,J->D->L->Q->A->U->N->G->F->Z->B->Y->R->W->O->K->X->T->I->P->S->H->E->C->V->M,H2V
0,221,8260,H->E->V->A->U->T->K->Z->O->S->L->R->Q->W->J->P->C->D->I->N->G->M->F->X->B->Y,V2H
0,229,8652,M->X->K->Y->P->V->N->U->W->T->B->E->C->S->R->H->Q->O->G->L->D->Z->A->F->I->J,H2V
0,215,8998,W->U->F->M->Z->R->L->D->K->P->O->B->C->A->Y->V->G->E->S->Q->N->T->I->H->X->J,ZgZg
0,221,9584,X->T->P->K->N->D->R->L->B->Q->O->Y->A->J->U->C->I->M->E->H->Z->G->S->V->F->W,H2V
0,225,8552,Q->I->M->C->D->N->J->G->Z->A->R->U->P->E->L->W->V->K->O->X->T->B->Y->S->F->H,V2H
0,223,9984,A->I->C->X->Q->M->B->D->O->L->W->E->H->V->P->G->J->N->Y->K->F->U->Z->T->R->S,ZgZg
0,221,9326,L->G->D->K->Y->U->E->P->Z->S->T->Q->I->V->O->B->R->A->H->M->C->J->X->F->W->N,H2V
0,241,8036,S->L->D->E->Z->T->W->Q->V->F->H->K->J->U->I->G->A->N->X->Y->M->C->R->O->P->B,V2H
0,245,8808,X->H->N->Y->M->S->P->G->A->T->K->Q->C->F->V->I->Z->R->E->L->B->W->J->U->D->O,V2H
0,263,10696,U->N->Q->R->A->K->T->F->M->B->X->D->Z->Y->I->J->V->O->P->G->C->L->E->W->S->H,V2H
0,275,12058,Z->P->V->O->B->Y->D->M->E->I->Q->H->C->J->N->S->A->X->T->L->W->R->F->U->G->K,ZgZg
0,179,8170,M->Y->L->K->S->T->G->J->F->W->E->Q->U->Z->C->D->V->I->H->A->N->B->X->P->R->O,ZgZg
0,237,9434,X->N->U->C->I->M->J->R->V->H->A->G->F->P->K->O->L->D->W->T->Z->E->B->Y->S->Q,V2H
0,241,11102,J->U->I->C->X->D->F->G->Q->A->K->L->N->H->Z->E->Y->V->S->R->P->O->M->B->T->W,ZgZg
0,237,9226,W->K->Q->U->P->D->A->H->O->G->F->N->Z->J->S->Y->L->C->R->B->T->V->M->X->I->E,V2H
0,215,8012,U->I->L->C->H->G->B->Y->W->F->T->K->X->M->E->D->R->Z->O->N->V->A->J->P->Q->S,H2V
0,239,9282,X->P->J->N->S->D->V->H->L->Z->B->Y->R->W->T->K->A->U->O->F->Q->G->C->I->M->E,ZgZg
0,209,8530,Q->O->K->G->S->N->L->Z->D->J->I->Y->E->X->P->B->R->U->T->A->F->H->M->V->W->C,ZgZg
0,205,8404,B->N->W->H->V->Q->D->C->P->Y->F->A->Z->K->E->I->O->M->U->R->L->S->G->J->T->X,ZgZg
0,217,10150,N->A->C->S->T->P->V->K->R->U->W->M->F->L->D->Y->O->E->I->G->Z->B->Q->X->J->H,H2V
0,231,8390,Q->J->S->N->B->H->U->O->R->A->K->X->Z->T->V->E->P->W->M->F->L->I->D->G->Y->C,H2V
0,223,8218,G->A->P->Q->L->K->Z->T->C->F->I->R->B->V->Y->H->O->E->D->W->X->N->M->J->S->U,V2H
0,233,7698,L->P->V->X->T->K->A->J->H->U->S->F->E->C->R->I->Y->B->Q->W->N->Z->M->D->O->G,H2V
0,243,9632,X->Z->H->E->B->C->R->F->A->V->Y->N->M->U->O->P->Q->K->S->D->J->T->G->W->L->I,H2V
0,251,11028,C->B->Q->M->W->U->O->G->T->R->D->X->K->J->A->H->V->F->S->Y->P->Z->I->E->L->N,H2V
0,225,9088,E->H->Y->J->X->D->Q->B->Z->K->F->G->V->N->W->P->O->T->S->C->A->L->I->R->U->M,H2V
0,191,8414,R->V->H->Z->S->G->I->C->M->L->K->Y->B->F->Q->X->W->A->D->J->T->U->P->O->E->N,ZgZg
0,231,9122,K->E->W->M->V->T->P->R->C->U->L->Y->S->J->Z->N->F->G->O->H->A->X->Q->I->B->D,H2V
0,207,7560,D->M->Y->X->L->G->H->F->R->Z->T->S->P->V->N->J->U->B->W->A->I->K->C->O->E->Q,H2V
0,199,9840,W->U->K->V->A->T->S->E->C->R->M->Y->B->I->L->X->Q->N->G->J->D->H->P->O->Z->F,ZgZg
0,197,9446,H->U->B->Z->O->L->P->D->Q->Y->M->R->K->I->A->J->G->V->X->T->E->S->N->W->C->F,H2V
0,229,8578,G->A->P->Q->N->W->D->B->V->F->K->Y->L->X->Z->T->S->R->O->U->C->H->E->J->I->M,V2H
0,205,8338,I->N->O->Q->F->C->E->R->Z->J->T->P->M->B->K->S->G->L->D->U->A->H->W->V->Y->X,H2V
0,203,6134,B->Q->X->L->I->Z->T->H->O->Y->D->F->M->W->G->S->E->R->V->K->A->C->N->P->U->J,V2H
0,193,7820,H->V->C->B->R->L->K->G->D->J->M->F->Z->N->S->Y->A->U->W->P->O->T->X->I->Q->E,H2V
0,205,8522,S->E->T->Y->M->F->N->C->P->J->U->D->Q->Z->A->X->V->W->R->I->O->G->H->B->L->K,H2V
0,205,9082,C->P->E->H->W->U->A->Y->S->X->N->Z->F->M->D->B->L->O->V->J->T->Q->I->G->R->K,ZgZg
0,213,8038,Z->W->A->V->U->H->Q->S->O->L->I->P->G->X->R->M->J->K->C->D->Y->B->E->T->F->N,V2H
0,227,10138,O->I->B->Z->N->R->C->J->G->F->W->H->L->S->A->D->T->Q->E->U->V->P->Y->K->X->M,H2V
0,213,9194,K->D->I->Z->W->M->R->V->E->J->L->H->U->Q->B->F->T->P->S->G->O->Y->N->X->C->A,ZgZg
0,247,9040,G->K->B->O->H->C->E->R->Z->Q->D->A->U->W->M->L->X->P->V->J->N->I->T->F->Y->S,H2V
0,211,7662,F->O->E->Y->V->Q->J->T->S->A->M->R->X->W->D->B->L->P->C->K->G->I->H->U->Z->N,V2H
0,221,8918,N->J->O->R->F->L->I->M->H->E->Q->T->Z->G->W->K->S->C->B->U->P->A->Y->X->V->D,H2V
0,211,8920,A->H->R->G->L->C->Z->D->O->N->B->P->X->J->F->V->Q->E->Y->T->I->K->M->W->S->U,H2V
0,225,10282,F->T->R->M->G->O->B->A->J->K->X->Z->V->I->Y->L->U->Q->H->D->W->S->N->P->C->E,ZgZg
0,219,7934,G->A->P->Q->L->K->Z->T->C->F->I->R->B->V->Y->D->H->U->X->N->E->M->O->W->J->S,V2H
0,221,9420,X->Q->P->I->D->G->E->T->C->R->A->K->U->V->H->M->L->N->Y->O->B->S->J->W->F->Z,V2H
0,233,10266,U->J->V->L->T->D->A->Y->K->X->B->O->H->M->N->R->I->Q->W->E->C->P->G->S->Z->F,ZgZg
0,229,8024,R->C->T->O->L->J->W->S->X->E->V->I->A->Q->D->G->H->N->Y->K->F->U->Z->M->B->P,V2H
0,223,9686,O->U->S->X->I->E->J->D->T->Y->R->L->H->K->Q->V->A->W->P->C->N->G->B->M->F->Z,ZgZg
0,193,7604,S->J->E->P->G->I->U->T->Q->L->B->C->A->K->Z->M->D->Y->N->F->H->W->O->X->V->R,H2V
0,219,7790,T->E->V->O->S->L->J->Y->H->U->F->Z->N->P->G->A->M->D->B->C->X->Q->W->I->R->K,H2V
0,233,8326,W->M->T->U->F->X->H->J->Z->R->L->D->K->P->O->B->C->I->A->Y->V->G->E->S->Q->N,V2H
0,215,9200,F->T->B->W->D->P->G->A->Q->J->O->K->S->E->U->Y->X->I->Z->L->M->N->R->V->H->C,V2H
0,251,10244,J->D->L->Q->A->U->N->G->F->Z->B->Y->R->W->O->K->X->T->I->P->S->H->E->C->V->M,H2V
0,227,8224,W->M->T->F->X->H->J->K->U->V->Z->R->L->D->P->O->B->C->I->A->Y->G->E->S->Q->N,V2H
0,211,8698,N->Z->Y->C->O->T->L->V->R->A->M->I->D->J->S->X->B->H->W->E->G->P->U->Q->K->F,ZgZg
0,223,8670,M->Z->E->L->V->A->S->X->P->D->Q->K->U->N->Y->F->J->T->C->W->R->I->O->G->H->B,V2H
0,221,9584,X->T->P->K->N->D->R->L->B->Q->O->Y->A->J->U->C->I->M->E->H->Z->G->S->V->F->W,H2V
0,225,8390,O->H->F->T->J->U->W->B->I->C->V->N->D->Z->X->R->L->G->K->Q->M->E->Y->P->A->S,H2V
0,173,6672,Y->F->L->S->E->T->C->O->J->P->W->I->V->Q->H->A->D->Z->N->G->X->B->R->K->M->U,H2V
0,213,7664,L->V->T->S->F->Q->M->W->J->X->R->B->U->H->G->K->Y->A->I->N->D->O->E->Z->P->C,V2H
0,217,8220,U->I->S->K->P->L->J->M->F->T->O->N->X->A->D->V->Z->B->W->Y->H->Q->E->G->C->R,H2V
0,223,7990,T->O->F->E->Q->N->Z->Y->X->R->H->I->L->W->K->D->V->M->B->C->P->J->G->S->U->A,ZgZg
0,215,7630,I->F->D->L->R->G->H->W->A->B->J->C->Q->X->O->Z->P->V->S->E->T->U->N->Y->K->M,V2H
0,249,8222,Q->J->W->O->B->E->D->M->U->G->H->S->I->T->L->V->X->P->N->Y->R->A->F->K->C->Z,H2V
0,237,8634,O->B->G->H->M->L->R->X->N->S->V->Y->P->K->J->Q->T->F->C->U->D->Z->W->A->E->I,ZgZg
0,227,9798,Q->C->K->I->E->S->O->P->F->M->A->W->B->X->U->H->R->V->L->T->D->Z->J->N->G->Y,H2V
0,201,6476,K->I->L->D->G->X->E->V->Q->J->O->Y->M->S->P->B->R->U->T->A->F->H->W->N->Z->C,V2H
0,213,7478,N->M->Q->B->T->R->C->F->O->D->Z->U->J->A->Y->H->K->V->L->W->P->I->S->X->E->G,H2V
0,221,9130,E->X->K->O->H->G->M->F->A->C->N->I->Y->P->V->B->S->D->R->L->T->Q->W->Z->J->U,ZgZg
0,239,9132,O->L->F->U->W->G->Q->P->X->S->D->H->J->T->R->B->C->M->Z->N->E->K->I->A->V->Y,H2V
0,201,8590,A->M->H->Y->S->E->Q->U->B->F->G->R->P->X->I->N->Z->W->O->J->L->K->C->T->V->D,H2V
0,207,6350,O->U->S->Y->H->X->L->V->E->T->A->R->Q->W->J->P->C->D->I->N->G->B->M->F->K->Z,H2V
0,241,8304,E->O->R->B->W->V->G->I->H->N->J->C->L->Q->U->F->M->T->K->Y->Z->P->D->A->S->X,H2V
0,209,7192,B->A->H->E->N->Q->U->J->K->V->C->Y->P->G->D->M->L->F->W->O->R->I->Z->T->S->X,H2V
0,207,6350,O->U->S->Y->H->X->L->V->E->T->A->R->Q->W->J->P->C->D->I->N->G->B->M->F->K->Z,H2V
0,205,9400,X->Z->O->Q->F->E->Y->R->L->A->C->B->D->P->T->J->H->K->G->I->N->M->V->W->S->U,ZgZg
0,209,9152,C->I->D->E->O->G->S->X->J->V->Y->N->W->H->P->Z->T->B->M->K->F->Q->R->U->A->L,V2H
0,213,8712,B->D->R->G->E->A->K->U->L->M->X->P->F->O->V->H->J->T->Z->C->Q->W->Y->N->I->S,H2V
0,225,8584,G->M->O->B->D->R->A->Z->V->U->N->K->F->S->J->X->I->E->P->Y->H->C->W->T->Q->L,ZgZg
0,199,9840,W->U->K->V->A->T->S->E->C->R->M->Y->B->I->L->X->Q->N->G->J->D->H->P->O->Z->F,ZgZg
0,205,7850,E->T->V->N->L->G->R->O->K->Z->W->P->F->H->B->S->Y->A->D->M->U->I->X->J->Q->C,V2H
0,213,7688,O->G->C->S->V->Z->T->P->K->X->R->B->H->U->D->A->M->F->Q->N->I->E->J->Y->L->W,H2V
0,219,9034,G->X->I->L->Z->Y->R->N->E->K->D->B->H->V->T->P->O->U->W->M->A->C->Q->F->J->S,H2V
0,189,9184,Y->F->L->S->E->T->C->O->J->P->W->I->Q->H->A->D->Z->N->G->V->X->B->R->K->M->U,ZgZg
0,201,7176,H->C->S->Z->W->E->G->Q->T->L->X->D->V->U->A->M->K->P->O->R->B->Y->I->N->F->J,V2H
0,211,8952,T->P->E->D->F->Y->H->R->M->S->K->U->X->I->Q->N->V->B->C->W->G->O->J->L->A->Z,V2H
