Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,197,6256,X->W->N->Z->Q->D->F->V->O->E->U->G->P->A->S->J->T->Y->M->H->L->C->I->R->B->K,V2H
0,187,6016,O->V->A->F->T->J->E->L->P->U->K->H->D->S->X->G->N->I->C->R->Y->M->B->W->Q->Z,ZgZg
0,179,6974,L->R->V->X->U->Y->Q->Z->I->B->K->A->P->W->E->M->H->C->F->D->G->N->O->J->S->T,H2V
0,183,6512,Q->R->G->U->I->N->O->D->Y->V->B->M->K->Z->H->W->S->P->J->E->X->L->C->A->F->T,V2H
0,181,6648,Z->X->G->J->O->K->Q->T->R->S->C->N->L->V->I->U->E->D->B->H->W->Y->F->A->M->P,H2V
0,211,6562,V->G->E->W->L->C->O->D->Q->S->A->B->T->K->I->N->Z->F->M->H->R->P->Y->U->X->J,V2H
0,187,7674,H->K->Q->E->Y->B->R->V->M->U->T->J->O->I->P->X->L->Z->S->D->G->N->C->A->F->W,ZgZg
0,197,6764,P->M->V->G->H->A->Z->D->B->F->L->K->O->R->U->N->J->S->E->T->I->Y->W->Q->X->C,ZgZg
0,185,8286,R->Y->H->B->N->K->D->G->L->E->S->X->I->Z->W->Q->M->C->V->O->U->A->F->P->T->J,ZgZg
0,187,6050,D->X->J->G->E->I->H->B->P->O->K->Y->W->V->L->R->Z->T->Q->N->C->U->F->A->M->S,H2V
0,191,7226,R->N->Y->V->H->W->K->X->S->D->P->C->O->E->Q->T->I->J->F->B->M->A->L->U->Z->G,H2V
0,191,7480,I->V->L->T->P->X->S->J->E->K->F->H->A->D->N->O->Z->Q->U->R->G->Y->W->C->M->B,V2H
0,203,7038,D->C->H->O->R->N->I->E->Z->W->P->K->S->U->V->X->Q->T->J->G->M->A->Y->F->L->B,V2H
0,181,6898,C->Y->H->W->U->P->R->F->N->G->L->X->O->S->T->M->V->Z->I->D->A->K->B->E->Q->J,ZgZg
0,185,6882,P->K->A->C->L->X->V->R->U->D->F->Y->Q->Z->I->B->W->E->M->H->G->N->O->J->S->T,V2H
0,201,7192,E->X->C->W->G->Y->V->O->T->S->B->L->R->K->Z->Q->A->M->N->D->J->U->I->F->H->P,H2V
0,189,7882,P->D->E->F->L->Y->A->K->R->M->Z->S->H->T->Q->B->C->W->O->J->V->I->N->U->G->X,H2V
0,217,6888,O->M->C->P->Y->E->R->H->S->J->Q->T->I->D->K->U->W->X->A->N->F->B->V->L->Z->G,V2H
0,201,7208,Y->D->J->R->Q->H->F->A->M->V->I->C->B->L->S->T->W->U->P->G->N->E->Z->X->O->K,H2V
0,187,6094,E->K->L->U->D->F->G->B->H->M->A->X->J->O->Z->C->Y->T->S->P->N->I->V->R->W->Q,H2V
0,199,7380,K->H->T->G->Z->U->R->L->V->E->W->F->Q->X->B->I->Y->A->M->O->C->N->D->S->J->P,ZgZg
0,195,7582,A->V->Y->F->C->M->D->U->I->T->P->Q->Z->W->L->B->K->H->X->G->J->E->R->S->N->O,ZgZg
0,199,7382,R->T->A->N->Q->G->O->D->Y->V->B->M->K->Z->H->W->S->P->J->E->X->L->C->U->I->F,V2H
0,183,6936,W->S->A->E->U->R->K->H->B->L->N->C->D->O->P->F->I->V->Y->M->Q->G->X->J->T->Z,ZgZg
0,195,7670,U->P->F->L->W->J->E->N->Z->B->R->O->G->I->C->A->X->S->Y->Q->H->D->K->V->M->T,ZgZg
0,201,7276,X->D->S->E->Q->J->C->F->K->G->T->W->N->U->Y->H->O->R->V->B->L->M->Z->P->I->A,H2V
0,207,7208,O->J->P->F->V->I->W->H->U->Z->T->M->D->X->N->R->B->E->Q->S->A->L->K->C->Y->G,V2H
0,187,6104,O->J->E->I->D->M->F->H->G->P->W->Q->V->C->K->L->A->Y->R->U->N->B->T->S->X->Z,H2V
0,195,7898,A->Y->B->Z->D->E->R->X->V->F->W->S->O->K->I->N->C->Q->T->M->L->U->P->G->H->J,ZgZg
0,183,7244,K->N->O->E->Q->F->I->Z->V->D->B->G->P->A->S->J->T->Y->M->H->L->C->U->X->W->R,V2H
0,185,7216,V->L->U->M->F->H->B->Q->T->D->A->J->P->C->I->R->Y->K->S->G->N->E->Z->X->O->W,H2V
0,199,7708,P->K->A->C->I->H->M->E->U->D->S->J->R->Q->O->W->F->Y->T->N->Z->V->L->B->X->G,V2H
0,219,7234,G->H->B->Y->E->V->F->Z->P->R->O->I->U->D->C->A->W->K->N->L->Q->X->M->S->T->J,V2H
0,207,7322,G->V->L->U->X->Z->M->F->H->B->Q->T->D->A->J->P->O->E->C->I->R->Y->K->S->N->W,V2H
0,203,7610,B->Q->E->G->D->X->P->J->T->H->F->K->A->R->C->S->U->Y->M->V->Z->O->L->I->W->N,V2H
0,189,6106,C->A->M->L->W->E->R->H->S->J->Q->T->I->D->K->U->O->G->X->N->F->B->V->Y->Z->P,V2H
0,187,7212,S->D->J->G->E->X->K->V->H->O->R->L->N->I->W->Q->A->Y->U->F->B->P->Z->C->M->T,ZgZg
0,197,8246,F->Z->Q->C->X->E->A->H->D->B->V->G->S->P->N->I->T->O->U->M->K->Y->W->R->L->J,ZgZg
0,195,8968,F->Q->E->B->K->A->D->I->Z->V->M->T->S->O->X->L->G->N->J->C->R->P->U->W->H->Y,ZgZg
0,199,7848,N->F->D->J->E->Q->Z->X->G->P->R->W->C->T->A->S->V->I->O->L->M->K->Y->B->H->U,H2V
0,203,7702,U->N->V->O->K->G->S->A->P->L->Z->W->H->I->F->D->X->J->B->Y->M->E->T->Q->R->C,H2V
0,195,9136,W->X->C->B->U->A->F->Y->R->N->S->G->Z->D->M->K->V->P->O->J->T->L->E->Q->I->H,V2H
0,199,7876,Y->D->J->E->G->X->T->L->V->B->P->I->C->U->O->M->F->A->R->W->Q->H->Z->K->S->N,V2H
0,219,7380,O->J->R->Y->E->I->D->M->U->F->H->G->A->P->W->Q->V->C->K->L->N->B->T->S->X->Z,H2V
0,211,7518,Q->Z->K->X->J->Y->G->O->U->F->E->D->A->P->N->T->I->L->B->R->V->M->H->W->S->C,V2H
0,189,6240,Z->S->M->F->B->Y->G->X->D->A->J->O->U->H->C->K->V->Q->E->W->T->L->R->P->N->I,H2V
0,197,8612,G->Z->R->I->X->L->F->U->J->B->V->N->D->O->S->Q->T->H->E->M->K->Y->A->C->P->W,ZgZg
0,205,7782,Q->R->X->G->S->J->U->H->B->K->Y->V->C->I->P->N->D->A->Z->F->W->M->O->L->E->T,H2V
0,223,7396,G->W->I->X->M->S->K->Y->C->U->F->R->Q->P->J->O->N->B->V->Z->L->E->T->A->H->D,H2V
0,187,7298,A->V->Y->F->C->M->D->U->I->T->P->Q->Z->W->L->B->K->H->X->G->J->E->S->N->O->R,ZgZg
0,201,7978,S->X->K->D->V->H->O->R->L->N->I->W->J->Q->E->A->Y->U->F->B->G->P->Z->C->M->T,ZgZg
0,197,8692,E->F->A->K->B->O->Z->C->Y->D->T->S->G->P->X->N->L->I->V->R->J->W->U->Q->H->M,H2V
0,205,7800,P->S->R->B->I->D->X->O->N->V->T->M->K->A->Y->U->C->J->Z->G->L->H->E->Q->W->F,H2V
0,201,8096,W->Y->O->T->D->S->B->M->H->A->K->N->X->L->V->U->R->J->G->C->F->Z->I->Q->E->P,H2V
0,199,8392,C->A->Y->M->K->L->W->J->N->U->V->Q->R->H->Z->I->D->B->E->F->O->P->S->T->X->G,V2H
0,203,7960,O->T->V->B->G->X->S->P->I->K->R->C->Z->L->Y->A->E->H->F->D->M->Q->U->W->J->N,H2V
0,197,8942,A->C->W->Q->X->U->M->B->R->E->L->G->Z->P->F->Y->T->S->I->V->K->D->H->O->N->J,H2V
0,205,8016,F->I->V->A->Q->J->Y->L->C->U->E->W->H->N->T->P->M->K->Z->G->X->S->D->B->O->R,H2V
0,205,8036,T->P->L->U->D->F->G->B->H->M->A->X->J->O->V->E->Q->S->Z->N->R->C->K->Y->W->I,V2H
0,203,7136,X->D->J->G->I->H->B->P->O->K->Y->W->V->N->R->Z->T->L->C->U->E->Q->F->A->M->S,V2H
0,227,8708,Z->Q->F->W->C->B->M->Y->R->S->D->I->H->K->U->E->V->O->J->X->A->G->N->L->P->T,V2H
0,247,9094,N->X->O->B->I->Y->Z->T->R->E->A->K->G->W->S->U->D->C->H->F->Q->L->P->J->M->V,H2V
0,237,9734,B->I->L->Y->T->R->V->E->F->Z->D->M->H->O->C->K->J->S->A->P->G->U->Q->N->W->X,ZgZg
0,227,8708,Z->Q->F->W->C->B->M->Y->R->S->D->I->H->K->U->E->V->O->J->X->A->G->N->L->P->T,V2H
0,233,8882,M->U->L->C->W->E->Z->G->P->K->J->S->R->X->Y->H->V->O->I->A->N->F->T->D->Q->B,V2H
0,209,9110,D->H->B->J->K->U->Y->R->N->C->P->L->F->S->G->X->A->M->Q->I->T->O->V->Z->W->E,V2H
0,201,8434,W->S->R->K->H->B->L->N->A->C->D->O->P->F->I->U->E->V->Y->M->Q->G->X->J->T->Z,H2V
0,223,10838,O->J->R->F->I->X->Z->L->G->S->Y->E->P->M->H->T->C->A->U->D->K->Q->W->B->N->V,ZgZg
0,231,9746,F->T->S->V->R->I->E->W->N->P->K->C->H->U->O->J->A->D->Y->G->L->B->X->Q->M->Z,H2V
0,195,8144,W->I->L->Z->V->R->B->O->J->G->C->T->Q->N->S->H->A->F->M->Y->U->K->P->X->D->E,ZgZg
0,207,7322,G->V->L->U->X->Z->M->F->H->B->Q->T->D->A->J->P->O->E->C->I->R->Y->K->S->N->W,V2H
0,231,10766,M->Y->A->U->F->K->N->C->J->R->S->P->H->X->V->T->W->L->G->E->Z->D->Q->O->I->B,V2H
0,237,9322,I->E->R->O->C->T->Z->W->M->H->A->U->J->X->N->V->Y->Q->K->G->P->L->S->D->B->F,ZgZg
0,239,10438,B->L->F->Y->A->G->T->V->S->K->Z->E->N->R->Q->X->I->P->U->M->O->W->J->H->C->D,V2H
0,221,8678,Z->E->P->C->S->Q->G->X->H->I->O->U->T->D->V->Y->B->N->A->K->J->W->M->F->R->L,ZgZg
0,231,8866,X->B->T->Y->N->R->A->F->Z->H->G->O->D->V->L->U->K->M->S->J->W->E->P->I->Q->C,V2H
0,245,8666,J->Y->I->F->K->O->C->T->B->A->R->U->D->S->N->P->Z->V->W->E->G->X->H->L->Q->M,V2H
0,235,9122,J->V->P->I->K->X->L->F->C->S->Q->T->A->W->Y->N->M->O->G->B->E->Z->R->U->H->D,V2H
0,223,8410,N->B->Y->O->S->Z->J->G->X->T->K->E->I->M->W->H->Q->F->P->U->C->R->A->D->L->V,H2V
0,257,9514,A->F->X->Y->R->I->W->E->N->P->K->C->H->U->O->J->V->Q->S->M->G->D->T->Z->L->B,H2V
0,189,6872,B->M->T->C->W->Y->G->R->U->Q->Z->O->N->D->A->H->F->K->E->J->S->X->P->L->V->I,V2H
0,227,7776,B->D->V->Q->G->C->E->T->K->A->W->M->P->J->Z->F->U->O->X->I->R->H->Y->L->S->N,H2V
0,231,9286,V->M->G->W->H->B->J->L->E->Q->P->K->S->U->O->C->R->Z->I->N->D->Y->T->X->A->F,ZgZg
0,207,7428,E->P->O->I->A->K->G->T->Q->N->B->C->V->M->D->R->U->Z->X->W->Y->H->S->J->F->L,H2V
0,225,8116,F->L->R->J->Y->K->W->Q->H->O->C->X->E->P->I->N->M->G->A->U->T->D->V->B->Z->S,H2V
0,233,9100,M->H->U->B->Q->N->J->L->V->G->W->R->C->A->Z->X->O->D->E->Y->K->P->S->F->I->T,V2H
0,209,9154,F->I->V->A->Q->J->Y->L->U->H->N->T->P->M->K->Z->G->X->S->D->B->W->E->C->O->R,V2H
0,235,9164,Z->Q->R->T->W->K->U->D->L->X->V->O->H->P->A->C->G->S->N->I->Y->J->E->B->M->F,V2H
0,241,8962,L->E->N->H->Q->Y->O->D->I->K->A->W->M->P->J->Z->C->F->S->G->B->U->X->T->V->R,V2H
0,197,6182,O->T->J->M->Y->B->I->Q->A->L->F->H->D->S->N->P->Z->V->W->E->G->X->R->C->U->K,H2V
0,227,10072,R->M->T->Q->L->K->J->I->H->F->N->O->Z->S->B->U->C->E->Y->W->X->A->D->G->V->P,H2V
0,245,8608,J->Z->Q->L->E->F->R->P->S->A->G->H->B->Y->C->I->X->K->T->D->U->N->V->O->M->W,V2H
0,219,8568,W->E->P->F->R->K->G->S->L->J->X->V->O->H->B->I->Y->A->Z->M->C->N->D->Q->T->U,H2V
0,209,7834,N->C->A->F->J->X->Y->V->E->Q->S->U->O->H->M->K->G->D->P->T->W->Z->R->I->L->B,H2V
0,223,7902,F->K->W->J->O->B->A->X->Y->R->P->Z->L->M->V->E->D->I->S->G->U->C->N->H->T->Q,V2H
0,211,9218,U->G->L->A->J->M->I->V->H->Y->K->R->P->C->T->N->Z->D->O->B->X->W->E->F->Q->S,ZgZg
0,213,8532,D->C->O->N->I->E->Z->P->K->S->U->V->Q->T->J->G->A->Y->H->M->X->R->W->F->L->B,V2H
0,237,8440,G->X->T->K->Y->S->P->O->F->E->B->D->I->Z->H->R->Q->V->U->N->J->W->L->M->A->C,V2H
0,199,8528,U->H->N->P->X->D->B->G->L->R->I->F->A->W->E->J->V->K->C->T->Q->Y->Z->O->S->M,V2H
0,255,9240,I->Q->C->T->P->G->F->J->K->O->B->Y->N->V->H->Z->R->E->M->W->X->A->L->D->U->S,H2V
0,191,7564,I->V->L->T->P->X->S->J->E->H->D->N->O->F->A->Q->R->K->Z->U->G->Y->W->C->M->B,V2H
0,243,10200,C->A->L->Q->V->R->D->W->Z->T->O->N->B->M->E->J->U->G->Y->K->P->I->H->S->X->F,H2V
0,237,11060,Y->X->O->W->P->M->N->L->B->Q->R->E->S->K->U->G->F->Z->C->H->V->T->A->I->D->J,ZgZg
0,217,9712,K->L->G->E->X->Z->R->U->F->I->H->N->D->P->V->T->A->B->Y->C->W->J->M->S->O->Q,V2H
0,213,8398,D->H->B->J->K->U->Y->R->N->C->L->P->F->S->G->X->A->M->Q->I->T->O->V->Z->W->E,H2V
0,233,8600,N->X->O->I->Y->Z->T->R->E->A->K->G->W->S->U->D->C->H->F->Q->L->P->J->M->V->B,V2H
0,189,7786,P->S->B->K->X->V->L->M->F->H->N->U->R->A->Y->C->Z->G->J->W->I->E->T->O->D->Q,H2V
0,215,8386,M->U->L->G->R->V->W->S->I->B->F->X->C->A->Z->N->O->D->E->Y->K->J->T->Q->H->P,V2H
0,207,9718,E->A->Y->H->N->I->L->V->R->X->Q->G->D->T->S->M->J->W->O->C->U->B->P->K->F->Z,ZgZg
0,209,8478,Z->L->V->F->Y->M->O->C->Q->I->D->U->S->A->E->H->T->G->W->N->X->K->R->B->J->P,H2V
0,203,9206,E->O->D->M->A->Y->T->Q->G->K->U->X->J->H->W->C->B->I->V->Z->L->F->N->P->R->S,ZgZg
0,215,9716,R->M->A->Y->T->Q->L->K->J->I->D->H->F->X->N->O->Z->S->B->U->C->W->G->E->V->P,ZgZg
0,255,10098,Q->R->W->E->U->D->S->X->Y->Z->G->F->C->P->O->T->I->A->N->L->B->H->K->J->V->M,ZgZg
0,197,7868,F->Z->Q->C->X->E->H->D->B->V->G->S->P->N->I->T->O->U->M->K->Y->W->A->R->L->J,ZgZg
0,223,8586,A->D->M->F->Z->J->L->E->N->V->K->X->O->H->U->Y->C->G->S->B->I->P->T->W->R->Q,V2H
0,215,7724,L->W->Z->K->V->T->U->C->E->G->P->A->X->F->H->M->Y->D->N->Q->O->I->J->R->B->S,ZgZg
0,233,8718,F->D->A->H->I->J->N->P->K->X->W->C->E->Q->V->M->S->Z->G->L->U->T->O->R->Y->B,V2H
0,213,8508,R->T->E->S->B->I->J->D->V->M->A->Q->L->N->U->C->W->H->Y->P->F->X->K->O->G->Z,H2V
0,199,8392,C->A->Y->M->K->L->W->J->N->U->V->Q->R->H->Z->I->D->B->E->F->O->P->S->T->X->G,V2H
0,219,9070,X->S->F->Y->W->N->R->J->A->Q->M->G->P->T->Z->I->D->H->O->E->V->U->K->B->L->C,H2V
0,207,7064,T->P->L->U->F->G->B->H->M->A->X->J->O->V->E->Q->S->Z->N->R->C->K->Y->W->I->D,V2H
0,201,7916,X->A->H->U->B->Q->F->Y->R->N->S->G->Z->D->M->K->V->P->O->J->T->L->E->W->C->I,H2V
0,241,8484,S->H->A->E->N->R->J->G->U->O->D->B->T->Z->I->X->F->M->W->K->Q->C->P->L->V->Y,V2H
0,187,6050,D->X->J->G->E->I->H->B->P->O->K->Y->W->V->L->R->Z->T->Q->N->C->U->F->A->M->S,H2V
0,221,8678,Z->E->P->C->S->Q->G->X->H->I->O->U->T->D->V->Y->B->N->A->K->J->W->M->F->R->L,ZgZg
0,213,7922,X->B->Y->N->R->A->F->Z->H->G->O->D->V->L->U->K->M->S->J->T->W->E->P->I->Q->C,V2H
0,215,9508,R->O->B->D->S->X->G->Z->K->M->P->T->N->H->W->E->C->L->Y->U->J->Q->A->V->I->F,V2H
0,235,9180,J->S->H->K->V->T->F->W->L->U->A->G->E->Z->D->Q->X->M->N->Y->P->O->I->B->C->R,V2H
0,197,7512,Y->L->Z->T->P->X->S->J->E->K->F->H->M->V->A->N->Q->C->G->O->B->R->U->D->W->I,H2V
0,259,10552,G->W->N->O->B->V->E->I->J->C->T->M->R->U->F->Z->K->H->Q->D->P->Y->L->S->X->A,V2H
0,179,6974,L->R->V->X->U->Y->Q->Z->I->B->K->A->P->W->E->M->H->C->F->D->G->N->O->J->S->T,H2V
0,223,7326,F->J->E->X->D->Y->C->Q->K->G->T->W->N->U->S->H->O->R->V->B->L->M->Z->P->I->A,V2H
0,245,11708,L->A->J->I->V->H->X->K->P->T->N->Z->D->O->E->F->S->Q->U->R->G->Y->W->C->M->B,ZgZg
0,217,7486,W->E->P->F->R->K->G->L->J->X->V->O->H->B->I->Y->A->Z->M->C->N->D->Q->T->U->S,V2H
0,187,6050,D->X->J->G->E->I->H->B->P->O->K->Y->W->V->L->R->Z->T->Q->N->C->U->F->A->M->S,H2V
0,233,9058,B->Q->G->X->P->J->T->H->F->K->A->R->C->M->V->E->D->I->S->U->Y->Z->O->L->W->N,H2V
0,203,7808,U->P->F->L->W->J->N->R->I->Z->C->E->O->G->B->Q->A->X->S->Y->H->D->K->V->M->T,H2V
0,179,6974,L->R->V->X->U->Y->Q->Z->I->B->K->A->P->W->E->M->H->C->F->D->G->N->O->J->S->T,H2V
0,259,10552,G->W->N->O->B->V->E->I->J->C->T->M->R->U->F->Z->K->H->Q->D->P->Y->L->S->X->A,V2H
0,203,7898,S->E->F->A->M->N->R->P->K->X->U->C->B->H->Y->I->O->L->V->D->W->J->Z->T->G->Q,V2H
0,221,9364,Z->H->P->S->J->X->C->N->R->K->O->B->A->G->M->V->E->D->W->L->Y->F->Q->I->U->T,V2H
0,191,7292,P->T->E->S->B->I->J->D->M->A->Q->N->U->C->W->H->Y->R->F->X->K->O->V->L->Z->G,H2V
0,219,8182,D->J->G->I->O->K->Y->L->H->Z->E->P->M->T->X->W->F->Q->U->S->B->R->N->C->V->A,H2V
0,265,10122,S->Y->N->P->Z->M->C->F->W->V->T->O->U->X->J->H->A->G->D->Q->R->E->I->B->L->K,V2H
0,217,7832,M->U->P->L->C->R->A->S->V->D->B->J->O->Y->I->X->N->Z->T->F->K->H->Q->W->G->E,V2H
0,243,8474,X->P->Y->L->E->Z->M->V->F->A->H->S->N->Q->I->T->C->G->J->O->B->R->U->K->D->W,V2H
0,203,7808,U->P->F->L->W->J->N->R->I->Z->C->E->O->G->B->Q->A->X->S->Y->H->D->K->V->M->T,H2V
0,231,9458,Z->Q->B->A->F->P->G->Y->D->T->C->H->M->U->V->W->S->N->I->O->R->J->E->K->L->X,H2V
0,217,8750,G->Y->A->J->U->R->D->B->F->Q->T->Z->X->O->C->I->W->N->L->S->P->H->E->K->V->M,ZgZg
0,217,8750,L->K->E->N->T->C->A->I->O->V->H->Y->D->Z->P->R->U->G->J->W->Q->F->S->X->B->M,V2H
0,215,8264,W->G->V->B->Z->C->Q->T->I->L->E->R->K->F->S->D->H->M->A->Y->J->N->P->U->O->X,ZgZg
0,235,9092,D->O->P->E->L->H->N->X->Y->B->V->T->K->R->A->S->Z->J->Q->M->U->C->F->I->W->G,H2V
0,207,7208,O->J->P->F->V->I->W->H->U->Z->T->M->D->X->N->R->B->E->Q->S->A->L->K->C->Y->G,V2H
0,201,9372,O->S->F->A->H->M->V->N->P->X->Z->U->T->D->G->W->E->Q->R->Y->K->L->C->J->B->I,ZgZg
0,193,8502,O->T->J->M->Y->Q->A->F->H->D->P->Z->V->E->G->X->R->L->S->U->W->B->I->N->C->K,ZgZg
0,205,8016,F->I->V->A->Q->J->Y->L->C->U->E->W->H->N->T->P->M->K->Z->G->X->S->D->B->O->R,H2V
0,213,8508,R->T->E->S->B->I->J->D->V->M->A->Q->L->N->U->C->W->H->Y->P->F->X->K->O->G->Z,H2V
0,239,8528,J->Z->O->Q->L->E->F->R->P->S->A->G->H->B->Y->W->C->I->X->M->K->T->D->U->N->V,H2V
0,213,7922,X->B->Y->N->R->A->F->Z->H->G->O->D->V->L->U->K->M->S->J->T->W->E->P->I->Q->C,V2H
0,237,9422,I->U->W->Z->Y->M->X->V->D->H->C->T->B->E->J->A->S->Q->R->L->K->P->G->O->F->N,H2V
0,213,9170,U->W->N->Z->Q->C->R->F->L->M->I->O->E->S->B->D->V->X->J->K->Y->H->G->T->P->A,V2H
0,235,8886,F->X->C->U->Y->D->O->L->R->V->H->K->Q->S->N->A->I->J->W->M->T->G->Z->E->B->P,V2H
0,247,12174,X->O->U->P->N->J->Y->A->M->H->D->S->F->I->W->R->L->T->V->Z->Q->C->B->E->K->G,ZgZg
0,233,7530,G->J->T->B->E->N->W->A->O->C->V->M->R->U->F->Z->H->Q->P->D->K->Y->L->S->X->I,H2V
0,245,10342,T->M->Z->J->L->P->O->R->C->Y->W->B->H->X->G->Q->V->E->U->I->F->D->A->N->K->S,ZgZg
0,249,9270,S->R->T->B->C->U->Q->J->E->N->M->G->A->I->H->Z->L->K->Y->F->X->W->O->D->V->P,V2H
0,217,8314,C->A->M->S->L->W->O->G->X->N->F->K->R->B->E->J->V->T->Y->I->U->Z->H->D->Q->P,H2V
0,233,8600,N->X->O->I->Y->Z->T->R->E->A->K->G->W->S->U->D->C->H->F->Q->L->P->J->M->V->B,V2H
0,231,10178,T->Y->B->H->U->G->E->M->V->X->F->R->O->C->I->W->N->P->D->L->S->Z->K->J->A->Q,ZgZg
0,247,10808,F->R->G->P->M->W->Y->J->K->C->O->N->B->S->V->E->X->I->H->Z->L->D->A->Q->U->T,V2H
0,203,9178,C->R->Q->E->T->X->M->U->B->V->Z->O->L->G->P->D->F->H->W->N->Y->I->K->J->A->S,H2V
0,209,8700,B->D->O->J->S->E->P->N->W->Z->F->L->A->R->Y->H->G->C->U->T->X->I->Q->M->K->V,V2H
0,231,9912,C->U->I->Q->T->H->E->S->B->N->G->Z->P->R->Y->X->A->M->O->J->V->W->D->L->K->F,H2V
0,221,8644,A->S->O->H->G->L->F->B->P->J->Z->R->E->Q->Y->W->C->I->X->M->K->T->D->U->N->V,H2V
0,219,8076,J->V->K->U->M->Q->I->C->G->H->Y->R->A->L->F->Z->W->N->T->P->E->S->X->O->D->B,V2H
0,199,8324,K->U->O->X->Z->E->N->L->P->W->T->S->G->B->C->I->V->M->A->F->H->Q->R->J->D->Y,H2V
0,227,8220,Q->G->T->M->J->L->O->D->I->R->P->A->H->F->E->U->Y->V->Z->B->C->K->S->X->N->W,V2H
0,209,6842,J->Z->W->X->G->Q->M->Y->V->E->U->I->F->P->O->D->C->A->N->L->B->H->K->R->S->T,H2V
0,199,6096,X->D->J->G->E->I->H->B->P->O->K->Y->W->V->L->R->Z->T->Q->N->C->U->F->A->M->S,H2V
0,255,10098,Q->R->W->E->U->D->S->X->Y->Z->G->F->C->P->O->T->I->A->N->L->B->H->K->J->V->M,ZgZg
0,213,10080,N->U->P->Z->V->L->G->K->R->J->T->D->H->E->I->S->O->M->B->Q->X->A->Y->F->W->C,ZgZg
0,247,9952,F->T->R->Y->S->K->H->Z->U->P->X->B->A->G->M->V->E->D->W->L->N->I->C->J->Q->O,V2H
0,213,8648,F->X->C->U->Y->D->O->L->R->V->H->K->Q->S->N->A->I->Z->B->P->W->E->M->G->J->T,ZgZg
0,219,7380,O->J->R->Y->E->I->D->M->U->F->H->G->A->P->W->Q->V->C->K->L->N->B->T->S->X->Z,H2V
0,217,8754,F->J->A->U->V->B->L->G->D->H->R->K->W->C->X->N->Y->Q->P->T->O->M->S->I->Z->E,V2H
0,215,7124,X->R->Y->N->A->K->P->Z->F->H->T->W->E->M->C->I->L->V->U->Q->O->D->S->G->B->J,V2H
0,225,7626,E->F->N->J->W->O->M->U->P->I->X->Q->C->V->K->Y->G->R->B->Z->L->D->A->T->H->S,V2H
0,209,9154,F->I->V->A->Q->J->Y->L->U->H->N->T->P->M->K->Z->G->X->S->D->B->W->E->C->O->R,V2H
0,197,8358,P->K->A->C->I->H->M->U->D->S->Q->O->W->F->Y->T->N->Z->V->L->B->X->G->E->R->J,H2V
0,215,8978,O->G->F->V->B->D->Z->N->X->T->C->I->W->H->A->Y->L->Q->K->P->M->R->J->E->U->S,H2V
