Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,219,10336,Q->O->Y->C->A->M->I->Z->L->H->S->N->U->R->P->E->T->D->F->X->G->V->K->W->B->J,H2V
0,227,8122,A->S->M->Q->O->V->E->D->Y->F->T->B->C->I->W->G->K->X->U->N->L->R->P->Z->H->J,V2H
0,203,8754,F->V->C->K->L->Y->R->M->S->U->N->X->O->J->B->T->D->H->I->Q->W->E->P->A->G->Z,H2V
0,223,10230,U->E->C->M->S->A->F->H->D->O->R->N->G->L->B->T->P->W->V->X->Z->I->J->Q->Y->K,ZgZg
0,187,6830,B->L->Y->V->N->I->F->W->Q->K->H->S->J->P->D->Z->U->A->M->X->C->T->E->O->R->G,H2V
0,233,9458,E->P->C->M->S->O->Q->I->G->J->U->K->H->Z->L->Y->T->D->R->N->F->B->W->V->A->X,H2V
0,177,7270,B->G->X->L->N->U->P->J->S->D->F->Y->E->O->W->C->Q->A->R->M->H->I->Z->V->K->T,V2H
0,229,9300,T->J->O->G->L->K->W->S->E->X->A->Z->H->N->Y->R->U->D->F->I->B->Q->V->C->P->M,V2H
0,209,10196,H->A->K->U->Z->I->L->E->G->Q->Y->B->R->F->X->D->T->C->M->N->W->V->S->O->P->J,ZgZg
0,217,9318,R->L->N->E->T->V->K->B->Q->A->W->G->Z->U->O->F->C->M->Y->X->P->J->H->I->S->D,V2H
0,201,7246,T->P->X->V->Y->J->H->U->W->O->G->K->L->Z->C->B->R->N->A->F->M->Q->S->I->D->E,H2V
0,217,8902,K->Q->O->V->M->F->D->L->W->X->G->E->T->J->Z->H->R->U->B->P->Y->N->C->A->S->I,ZgZg
0,217,10332,F->S->E->Q->Y->K->X->W->R->L->C->H->Z->T->D->I->A->P->U->M->J->O->V->G->N->B,ZgZg
0,187,6780,Y->N->V->S->W->O->C->X->G->T->P->E->J->M->H->A->U->Z->Q->F->I->L->R->B->K->D,V2H
0,195,8442,H->W->E->J->U->N->I->X->T->M->R->K->A->B->D->Q->Z->V->F->P->G->C->O->S->L->Y,V2H
0,193,8176,P->E->Q->M->K->Z->H->Y->F->R->I->T->X->D->L->O->J->N->B->V->S->G->U->A->W->C,V2H
0,229,8680,J->P->H->N->G->O->R->C->L->S->T->Y->Z->W->E->F->X->U->D->I->B->Q->V->K->A->M,V2H
0,249,9028,O->I->G->Z->J->P->V->W->Y->B->Q->K->D->M->U->L->T->S->R->E->C->X->N->F->H->A,H2V
0,221,10152,B->Y->A->Q->N->P->C->X->M->G->S->D->V->T->E->F->H->Z->O->W->I->L->K->U->J->R,V2H
0,231,8556,Q->B->M->I->G->U->J->Y->L->T->P->C->A->V->F->D->E->W->O->R->K->H->S->N->X->Z,V2H
0,251,11308,U->L->I->W->Z->T->P->F->K->X->N->M->O->V->C->H->B->Q->A->S->D->J->Y->G->R->E,V2H
0,191,7692,A->L->I->H->X->J->Q->F->M->D->C->K->U->Y->B->T->O->P->V->N->Z->R->S->W->G->E,H2V
0,197,8244,N->A->I->F->P->G->J->T->D->Y->M->V->B->K->O->L->W->U->Z->X->S->Q->E->R->H->C,ZgZg
0,193,9158,N->L->Z->R->U->V->K->B->Q->A->W->G->M->F->H->P->S->X->I->Y->T->O->E->D->J->C,V2H
0,193,9596,W->Z->I->C->K->D->M->A->L->U->T->O->X->N->G->H->Y->S->V->R->F->Q->B->P->E->J,ZgZg
0,219,9482,C->S->D->Z->O->B->V->I->J->A->R->Y->Q->L->P->H->M->N->X->W->E->T->F->G->K->U,H2V
0,197,8808,E->A->B->C->O->H->W->J->P->X->Y->Q->U->Z->T->S->M->F->N->I->K->R->L->D->V->G,ZgZg
0,193,8368,T->E->D->G->X->J->S->H->Q->W->K->O->N->Z->V->R->U->L->F->I->M->P->Y->C->A->B,H2V
0,211,9164,U->H->M->W->G->Z->N->V->C->O->I->D->P->B->R->Y->X->L->J->A->Q->K->T->F->E->S,H2V
0,215,8100,Z->H->O->V->U->J->E->S->F->Y->L->B->K->P->M->I->A->C->W->N->R->Q->X->T->D->G,H2V
0,219,7972,S->V->O->J->G->Z->W->Q->H->P->Y->C->X->L->M->N->D->T->B->A->K->F->R->I->U->E,H2V
0,209,8782,B->U->T->A->L->H->X->J->S->P->E->I->D->Z->N->Y->O->C->G->R->V->K->F->Q->M->W,ZgZg
0,201,7490,I->J->W->Y->B->N->A->H->C->P->X->Z->V->L->U->D->Q->T->F->S->O->R->K->E->G->M,H2V
0,213,8354,D->B->X->W->I->K->Q->F->Z->S->G->V->M->Y->E->C->A->U->R->H->P->T->J->N->L->O,H2V
0,229,9300,T->J->O->G->L->K->W->S->E->X->A->Z->H->N->Y->R->U->D->F->I->B->Q->V->C->P->M,V2H
0,233,8884,D->N->E->J->Q->H->R->F->O->Y->S->G->C->L->B->Z->W->V->X->P->I->U->M->T->A->K,H2V
0,193,8176,P->E->Q->M->K->Z->H->Y->F->R->I->T->X->D->L->O->J->N->B->V->S->G->U->A->W->C,V2H
0,225,8920,H->V->O->J->I->L->E->Q->F->X->S->A->T->C->Z->G->R->U->W->B->Y->N->P->M->D->K,V2H
0,229,10176,N->G->O->I->D->V->M->K->W->L->H->E->F->J->B->T->Q->X->R->S->U->P->A->Y->C->Z,V2H
0,235,9980,M->I->X->O->R->T->C->U->Y->Q->D->E->K->S->N->Z->G->H->B->V->W->P->J->F->L->A,H2V
0,223,8154,X->M->E->J->A->T->R->L->S->P->D->N->Z->C->Y->U->I->H->B->F->V->W->O->G->K->Q,V2H
0,213,10596,M->N->A->U->G->P->Y->I->B->R->Z->J->C->L->H->W->X->F->K->D->Q->T->V->O->E->S,ZgZg
0,213,9126,F->M->V->K->Y->N->O->G->W->I->R->X->C->E->L->P->Q->B->T->A->Z->H->D->S->J->U,H2V
0,213,10370,W->U->N->C->T->Y->A->O->G->B->Q->M->F->D->J->H->V->Z->X->E->R->K->L->S->P->I,ZgZg
0,211,8764,N->P->E->A->T->I->O->J->D->L->M->H->Y->K->R->G->W->B->Z->Q->C->F->S->X->V->U,H2V
0,195,6932,H->W->D->E->P->Z->J->G->U->C->T->X->V->Y->O->K->L->B->R->N->A->F->M->Q->S->I,H2V
0,219,10870,P->D->S->H->Y->B->U->J->W->O->T->N->Q->F->Z->L->V->X->I->G->E->M->C->R->K->A,ZgZg
0,247,10610,A->J->M->S->R->O->E->Z->T->K->N->W->F->G->V->B->P->U->L->Y->D->X->I->Q->H->C,ZgZg
0,211,8308,H->N->Z->K->A->T->O->V->U->I->M->S->J->Y->L->E->X->G->R->F->C->W->B->Q->P->D,H2V
0,229,10600,U->J->O->E->I->R->F->K->A->B->T->D->N->M->L->X->C->Y->P->H->Q->W->Z->G->V->S,ZgZg
0,193,6986,T->N->D->S->O->X->G->P->W->H->E->Z->J->L->F->U->R->V->M->K->Y->A->Q->C->I->B,H2V
0,193,9596,W->Z->I->C->K->D->M->A->L->U->T->O->X->N->G->H->Y->S->V->R->F->Q->B->P->E->J,ZgZg
0,213,7428,C->P->F->W->N->U->O->T->A->X->E->L->B->Q->H->I->R->V->M->K->Y->S->D->G->Z->J,V2H
0,209,7960,C->W->T->Z->V->M->P->J->E->D->A->I->O->F->K->R->B->G->X->S->H->U->Q->N->L->Y,V2H
0,223,8198,L->N->B->H->O->G->F->V->P->A->Z->C->Q->I->Y->T->X->S->J->E->K->D->M->R->U->W,V2H
0,193,8630,N->K->V->I->H->M->R->A->Q->O->W->C->E->Y->F->D->S->J->P->L->X->Z->B->G->T->U,H2V
0,235,9980,M->I->X->O->R->T->C->U->Y->Q->D->E->K->S->N->Z->G->H->B->V->W->P->J->F->L->A,H2V
0,225,8508,S->L->I->C->T->V->G->J->Z->N->O->A->X->E->B->Q->H->R->M->K->Y->F->W->U->P->D,H2V
0,215,9124,A->C->M->Y->W->U->O->V->H->P->G->E->Q->N->X->F->D->B->Z->T->L->S->I->R->K->J,V2H
0,201,6466,T->S->Q->R->B->E->L->A->Y->M->I->U->V->F->H->P->X->Z->C->D->N->W->O->K->J->G,V2H
0,213,8354,D->B->X->W->I->K->Q->F->Z->S->G->V->M->Y->E->C->A->U->R->H->P->T->J->N->L->O,H2V
0,209,7964,M->Y->A->R->Q->N->P->C->X->B->G->S->D->V->T->E->F->H->Z->O->W->I->L->K->U->J,V2H
0,217,8764,U->S->L->T->E->H->P->K->M->D->C->I->Y->J->A->Q->Z->G->O->N->V->R->X->F->B->W,ZgZg
0,225,9044,M->A->H->Y->J->Q->V->U->T->P->E->F->O->D->K->B->C->G->L->Z->W->X->R->S->I->N,V2H
0,207,8528,N->C->V->H->T->X->U->O->D->S->E->G->B->M->Y->A->J->Q->W->I->F->Z->R->L->P->K,ZgZg
0,223,9150,D->R->B->F->W->N->P->L->V->M->C->G->U->Q->O->K->X->T->I->A->Z->Y->S->J->E->H,V2H
0,237,8770,K->X->F->G->P->M->D->N->J->U->S->O->R->A->T->Q->C->H->L->Z->E->W->B->V->I->Y,V2H
0,197,8268,W->F->Q->K->O->G->S->U->H->P->C->X->D->J->M->N->V->B->R->Z->A->I->L->Y->T->E,ZgZg
0,219,10832,N->G->A->F->H->R->I->C->B->U->X->E->Q->J->Y->Z->D->O->W->P->M->T->L->S->K->V,V2H
0,197,7036,J->V->P->B->Q->S->X->O->Y->F->R->W->G->E->T->Z->L->A->M->H->D->K->N->C->I->U,ZgZg
0,223,10130,N->G->A->F->H->V->Z->C->Q->O->K->L->Y->T->M->R->X->B->J->U->P->W->I->S->D->E,H2V
0,213,7428,C->P->F->W->N->U->O->T->A->X->E->L->B->Q->H->I->R->V->M->K->Y->S->D->G->Z->J,V2H
0,165,6666,D->P->A->Q->J->O->N->U->W->F->Y->K->M->V->R->I->H->B->L->E->X->T->Z->C->G->S,H2V
0,231,8320,Q->D->W->P->S->I->E->U->J->B->X->R->M->T->Y->L->K->O->C->Z->V->H->F->A->G->N,H2V
0,245,9980,M->X->I->E->L->O->P->K->G->C->V->R->H->Q->S->F->U->D->A->T->Z->N->Y->J->B->W,V2H
0,187,7632,S->G->J->C->Z->N->O->T->A->X->E->L->B->Q->H->I->R->V->M->K->Y->F->W->U->P->D,H2V
0,219,7972,S->V->O->J->G->Z->W->Q->H->P->Y->C->X->L->M->N->D->T->B->A->K->F->R->I->U->E,H2V
0,187,6780,Y->N->V->S->W->O->C->X->G->T->P->E->J->M->H->A->U->Z->Q->F->I->L->R->B->K->D,V2H
0,199,8242,M->J->W->L->A->F->I->P->C->X->K->O->N->Z->V->R->U->H->D->S->T->G->E->Y->Q->B,H2V
0,257,9778,G->C->L->J->K->B->T->N->A->H->P->Z->E->V->F->Q->I->M->S->O->U->Y->R->D->X->W,H2V
0,227,8658,L->O->T->D->A->U->V->S->R->F->I->B->C->Q->P->J->K->Y->M->W->G->E->X->N->H->Z,H2V
0,217,9652,G->S->L->V->C->D->H->T->N->X->E->B->M->J->W->Q->I->R->P->Z->U->A->K->O->F->Y,H2V
0,197,8706,W->T->Q->F->Y->C->X->E->B->J->A->O->P->G->N->K->R->M->V->Z->S->L->H->I->D->U,ZgZg
0,213,8666,T->K->V->Z->Y->I->H->M->R->A->Q->O->W->C->E->F->D->S->J->P->U->N->L->X->G->B,V2H
0,215,6772,Y->V->F->O->L->H->S->Q->J->W->X->B->Z->T->E->N->I->P->R->U->C->A->D->K->M->G,H2V
0,239,8952,X->Y->J->U->G->K->Z->B->L->S->T->P->C->A->V->F->H->D->E->W->O->R->N->M->Q->I,V2H
0,251,8594,X->C->E->D->Q->G->V->S->K->T->H->N->F->L->O->Z->U->R->A->B->I->M->W->Y->P->J,V2H
0,241,12096,B->I->A->Z->T->S->R->H->M->N->F->Y->U->Q->W->G->C->X->V->J->O->D->L->E->P->K,ZgZg
0,203,8754,F->V->C->K->L->Y->R->M->S->U->N->X->O->J->B->T->D->H->I->Q->W->E->P->A->G->Z,H2V
0,205,7820,B->A->T->L->I->H->X->J->Q->F->M->D->C->K->U->Y->O->P->V->N->Z->R->S->W->G->E,V2H
0,245,9638,L->B->H->G->F->A->Z->Q->I->Y->X->J->E->D->T->C->M->N->W->V->S->O->P->K->R->U,V2H
0,201,6046,B->L->Y->V->T->I->F->W->Q->K->S->J->P->D->Z->U->A->M->H->X->R->C->N->E->O->G,H2V
0,233,11018,M->A->R->B->P->Q->V->U->T->C->E->F->O->K->I->Z->G->W->D->N->L->X->H->J->Y->S,H2V
0,211,7754,Z->G->E->D->U->Q->J->F->T->X->O->P->V->L->B->W->H->S->I->A->Y->R->C->M->N->K,H2V
0,199,6776,C->M->X->Z->E->G->D->S->U->N->W->O->L->R->H->B->Y->K->V->A->Q->F->T->I->P->J,ZgZg
0,189,7542,T->Z->V->I->H->M->R->A->O->C->Q->W->E->Y->F->D->S->J->P->K->U->N->L->X->G->B,V2H
0,203,9256,G->D->N->U->I->V->Y->C->W->E->T->Q->L->X->O->A->P->M->H->J->Z->K->B->F->S->R,V2H
0,205,10714,G->O->X->P->N->E->A->H->L->Q->F->Z->D->W->U->I->K->S->J->M->C->T->Y->B->R->V,ZgZg
0,219,7576,X->S->H->Y->J->Q->V->U->T->P->E->F->O->K->I->Z->G->W->D->A->N->M->C->L->B->R,V2H
0,189,7068,M->J->W->L->A->F->I->P->C->X->K->O->N->Z->V->R->U->H->D->S->Q->T->G->E->Y->B,H2V
0,193,9596,W->Z->I->C->K->D->M->A->L->U->T->O->X->N->G->H->Y->S->V->R->F->Q->B->P->E->J,ZgZg
0,215,7118,L->Y->A->D->W->M->T->O->H->G->R->K->C->P->Z->X->B->V->E->U->F->Q->N->I->S->J,H2V
0,211,7438,O->R->P->V->J->K->I->C->Y->W->E->G->A->M->F->L->B->N->Z->D->U->X->Q->H->S->T,H2V
0,187,7632,S->G->J->C->Z->N->O->T->A->X->E->L->B->Q->H->I->R->V->M->K->Y->F->W->U->P->D,H2V
0,215,8174,V->K->S->L->T->M->P->H->F->W->O->D->B->U->Q->A->Y->R->G->Z->N->J->E->X->C->I,ZgZg
0,209,7996,T->S->Q->C->Z->R->B->E->L->A->Y->M->I->U->V->F->H->P->X->K->N->J->G->W->O->D,V2H
0,187,7632,S->G->J->C->Z->N->O->T->A->X->E->L->B->Q->H->I->R->V->M->K->Y->F->W->U->P->D,H2V
0,199,7800,X->A->D->E->Q->H->S->J->G->O->W->L->U->I->M->T->P->K->C->N->B->Z->R->F->Y->V,V2H
0,201,9576,A->H->Y->D->N->G->R->U->J->Z->C->L->B->K->S->O->E->F->Q->T->V->X->I->P->M->W,H2V
0,233,8902,I->C->E->Z->V->B->S->N->F->J->Y->G->R->P->U->D->K->M->H->W->A->O->T->Q->L->X,V2H
0,207,8786,W->N->Z->M->Q->F->K->E->X->G->V->R->C->O->I->P->S->J->H->L->Y->D->A->T->U->B,ZgZg
0,223,8952,X->U->L->Q->P->F->J->D->O->Z->W->M->B->S->E->I->N->K->G->T->H->C->V->Y->R->A,ZgZg
0,199,7586,F->W->G->S->N->M->Q->C->R->V->J->T->X->P->U->Y->E->O->Z->B->H->D->A->I->L->K,H2V
0,213,10484,A->H->R->P->S->E->G->O->J->Z->Q->X->V->C->I->M->K->T->B->W->D->L->Y->N->U->F,ZgZg
0,225,8428,N->Y->O->F->V->P->A->C->G->X->Z->L->R->B->Q->I->H->T->S->J->E->K->D->M->U->W,H2V
0,227,7862,Z->W->G->Y->X->I->K->L->P->E->J->U->S->N->V->T->O->Q->B->F->D->C->M->R->H->A,H2V
0,217,8846,Q->C->T->D->N->A->R->W->J->P->B->U->L->F->K->O->S->V->H->M->Y->Z->E->X->G->I,ZgZg
0,201,8680,B->V->I->H->O->K->M->L->J->F->R->A->C->G->S->P->W->Y->Z->N->D->X->E->Q->U->T,ZgZg
0,225,9566,B->G->N->P->R->X->Y->C->T->D->A->Q->S->J->M->E->F->H->Z->O->W->I->L->K->U->V,V2H
0,245,12368,R->A->I->S->Y->K->H->C->B->Q->U->G->O->L->Z->X->M->J->T->W->D->F->N->E->P->V,ZgZg
0,249,9742,O->I->G->P->F->Z->Y->B->S->A->E->D->L->W->M->H->V->T->N->K->C->U->J->R->X->Q,V2H
0,249,10584,N->X->R->A->V->W->Z->S->P->E->F->L->G->Y->O->U->C->B->T->H->J->Q->D->K->I->M,ZgZg
0,223,9160,C->W->B->L->E->J->U->V->N->F->M->I->H->Y->O->G->Z->Q->X->D->A->R->P->S->T->K,ZgZg
0,197,8312,Y->A->H->U->D->R->F->P->S->E->G->O->J->Z->Q->X->V->L->C->I->M->K->T->B->N->W,V2H
0,241,8956,U->B->A->Y->Z->K->E->L->X->N->O->M->F->H->T->I->J->G->V->P->Q->R->C->W->S->D,V2H
0,195,7328,V->Z->I->D->L->K->X->Y->F->O->S->Q->R->M->A->T->B->N->C->U->G->J->P->E->W->H,H2V
0,197,7332,N->J->Y->T->A->B->F->K->H->R->P->G->X->U->Q->W->D->C->L->V->Z->O->S->I->M->E,H2V
0,213,7898,O->L->S->Q->D->M->Y->F->I->J->U->N->T->G->Z->H->B->W->P->E->X->C->A->K->V->R,H2V
0,207,8214,G->X->K->I->P->C->O->U->B->R->V->F->E->H->M->Y->W->S->A->N->Q->J->D->T->Z->L,V2H
0,187,6582,L->G->J->K->B->U->H->W->T->A->P->E->I->Z->V->C->Y->M->S->X->O->N->R->F->D->Q,V2H
0,223,8106,L->I->Z->E->D->F->P->O->G->M->W->K->V->U->X->Y->T->B->Q->R->H->N->C->A->S->J,V2H
0,219,9776,D->A->S->M->T->I->K->U->N->V->P->O->Z->Y->L->E->X->G->R->F->C->W->B->Q->H->J,H2V
0,253,11740,M->G->N->W->J->B->A->P->C->T->L->R->E->F->D->K->Z->U->O->H->S->I->Y->Q->X->V,V2H
0,215,7930,S->L->T->Y->F->O->G->E->Z->Q->J->D->W->P->H->X->N->C->V->B->U->R->A->M->K->I,V2H
0,221,9986,N->C->X->T->R->U->J->W->P->Y->L->S->E->Q->K->O->M->B->D->H->I->V->G->A->F->Z,H2V
0,187,5834,X->Z->V->T->A->I->B->R->O->G->Q->H->W->N->F->Y->K->D->P->M->C->U->L->S->E->J,H2V
0,219,8030,I->D->Z->K->X->O->V->L->Q->N->J->Y->S->A->C->U->G->P->T->W->R->B->E->M->F->H,H2V
0,179,7578,B->G->X->L->N->U->Z->P->J->S->D->F->Y->E->C->W->O->Q->A->R->M->H->I->V->K->T,V2H
0,219,9470,X->C->V->K->W->Q->U->E->S->O->T->R->G->L->B->H->P->Y->Z->N->D->I->J->M->F->A,V2H
0,235,8942,X->D->V->Q->I->Y->N->P->A->H->C->L->G->S->M->J->F->T->E->W->O->R->B->Z->K->U,ZgZg
0,225,12398,F->W->G->S->N->M->P->U->Y->R->B->X->E->O->Z->H->D->J->A->Q->V->T->C->I->L->K,ZgZg
0,229,9112,F->W->X->E->N->Q->M->L->A->O->T->V->R->K->Y->S->H->J->Z->P->C->D->B->U->G->I,H2V
0,221,7798,W->C->M->Z->E->S->H->I->D->X->N->P->G->Y->T->J->V->O->U->R->B->F->L->K->A->Q,H2V
0,205,7572,Z->H->V->U->J->E->S->F->Y->L->B->K->P->M->I->A->C->W->N->R->Q->X->T->D->G->O,V2H
0,223,8534,Q->W->E->H->C->I->Y->G->X->K->P->O->Z->R->B->J->A->V->T->D->N->S->U->F->M->L,V2H
0,235,8898,I->E->U->D->H->R->X->M->F->L->Q->B->O->A->V->Y->J->G->S->T->N->C->W->P->K->Z,H2V
0,229,10176,N->G->O->I->D->V->M->K->W->L->H->E->F->J->B->T->Q->X->R->S->U->P->A->Y->C->Z,V2H
0,225,9044,M->A->H->Y->J->Q->V->U->T->P->E->F->O->D->K->B->C->G->L->Z->W->X->R->S->I->N,V2H
0,193,7004,V->B->A->T->K->C->Q->Y->M->R->X->I->E->G->S->D->H->U->Z->N->O->P->F->L->W->J,ZgZg
0,193,7004,V->B->A->T->K->C->Q->Y->M->R->X->I->E->G->S->D->H->U->Z->N->O->P->F->L->W->J,ZgZg
0,215,8090,Q->U->D->E->P->J->Z->T->B->A->H->S->L->C->X->R->I->W->G->O->N->Y->K->V->M->F,V2H
0,235,10670,Y->Q->I->V->B->W->E->Z->L->H->C->T->A->R->O->S->U->J->D->N->M->P->G->F->X->K,V2H
0,217,9254,U->D->E->P->J->Z->B->A->H->S->L->C->X->R->I->W->G->O->Q->N->T->Y->K->V->M->F,ZgZg
0,215,8212,Q->X->I->U->J->L->S->T->P->C->V->W->G->A->B->K->Y->F->H->D->E->O->R->N->M->Z,V2H
0,205,8256,G->X->N->O->I->J->P->H->M->F->D->W->B->T->A->C->E->Y->K->U->R->L->Q->S->Z->V,H2V
0,215,8342,K->F->J->M->N->U->O->S->B->Y->Z->L->A->W->T->G->P->H->D->X->Q->R->V->C->I->E,V2H
0,221,9308,Y->C->B->I->S->T->O->R->U->F->W->D->M->V->H->K->J->A->P->Z->L->G->Q->N->X->E,ZgZg
0,211,9380,G->Y->P->Z->O->S->N->B->L->R->V->H->A->E->J->I->X->W->K->D->T->M->Q->F->C->U,ZgZg
0,225,8598,X->Q->L->S->V->R->F->W->K->N->H->D->C->B->I->M->Z->P->E->G->T->J->O->Y->A->U,H2V
0,207,8528,N->C->V->H->T->X->U->O->D->S->E->G->B->M->Y->A->J->Q->W->I->F->Z->R->L->P->K,ZgZg
0,203,9076,B->U->C->N->Z->V->K->T->J->A->R->S->X->E->G->P->Q->H->Y->O->M->W->I->F->L->D,H2V
0,191,7692,A->L->I->H->X->J->Q->F->M->D->C->K->U->Y->B->T->O->P->V->N->Z->R->S->W->G->E,H2V
0,261,12174,N->Q->L->T->H->Z->J->S->D->C->F->G->A->X->O->R->P->Y->W->K->I->M->V->E->B->U,ZgZg
0,249,9028,O->I->G->Z->J->P->V->W->Y->B->Q->K->D->M->U->L->T->S->R->E->C->X->N->F->H->A,H2V
0,249,9742,O->I->G->P->F->Z->Y->B->S->A->E->D->L->W->M->H->V->T->N->K->C->U->J->R->X->Q,V2H
0,213,8650,H->N->Q->E->K->A->T->I->P->L->R->C->D->B->S->X->M->U->Z->O->V->Y->J->F->W->G,V2H
0,211,7934,Y->F->E->D->J->Q->V->U->T->M->B->X->I->C->A->S->Z->N->L->G->R->O->K->H->W->P,H2V
0,207,7832,B->R->I->X->J->M->S->E->Z->P->A->Q->L->U->W->N->G->D->T->C->H->F->K->Y->V->O,H2V
0,221,8740,G->I->H->R->S->A->J->W->E->N->K->M->Q->C->X->O->U->V->Y->P->Z->F->B->L->D->T,ZgZg
0,233,11018,M->A->R->B->P->Q->V->U->T->C->E->F->O->K->I->Z->G->W->D->N->L->X->H->J->Y->S,H2V
0,237,8794,M->L->E->H->C->I->Y->G->X->K->P->O->Z->R->B->J->A->V->T->D->N->S->U->Q->F->W,V2H
0,217,8988,I->P->Q->V->U->D->F->W->E->C->J->T->B->M->N->A->Y->R->S->H->K->G->X->Z->L->O,ZgZg
0,193,7262,B->U->L->H->R->D->Q->W->T->F->P->E->I->Z->V->C->Y->M->S->X->O->N->K->J->G->A,V2H
0,185,6124,U->Y->Z->J->P->I->R->F->C->G->L->K->B->O->H->A->M->V->D->N->X->W->T->Q->E->S,ZgZg
0,185,6124,U->Y->Z->J->P->I->R->F->C->G->L->K->B->O->H->A->M->V->D->N->X->W->T->Q->E->S,ZgZg
0,245,9980,M->X->I->E->L->O->P->K->G->C->V->R->H->Q->S->F->U->D->A->T->Z->N->Y->J->B->W,V2H
0,225,8508,S->L->I->C->T->V->G->J->Z->N->O->A->X->E->B->Q->H->R->M->K->Y->F->W->U->P->D,H2V
0,247,8390,E->L->O->M->P->Q->K->Y->X->W->Z->V->J->I->G->N->B->R->D->H->F->A->S->T->C->U,H2V
0,221,8942,A->R->Z->L->K->T->F->S->W->O->P->D->V->H->G->Y->M->Q->U->J->E->X->N->I->B->C,ZgZg
0,221,9448,N->R->F->H->G->D->Z->J->Y->T->Q->M->X->I->V->C->P->U->A->O->L->K->E->W->B->S,ZgZg
0,231,10668,G->X->M->R->Z->I->D->K->J->S->H->P->E->V->U->F->B->L->A->N->W->C->T->O->Y->Q,H2V
0,203,7562,N->Y->T->K->G->S->O->B->V->H->C->D->A->R->F->W->P->L->M->U->Q->X->I->Z->J->E,V2H
0,251,8594,X->C->E->D->Q->G->V->S->K->T->H->N->F->L->O->Z->U->R->A->B->I->M->W->Y->P->J,V2H
0,223,9160,C->W->B->L->E->J->U->V->N->F->M->I->H->Y->O->G->Z->Q->X->D->A->R->P->S->T->K,ZgZg
0,217,9044,H->U->N->I->O->V->E->D->Y->F->Z->J->X->L->K->G->W->P->R->B->Q->C->M->T->S->A,V2H
